"ID_TRAMO","UTM_IX","UTM_IY","UTM_FX","UTM_FY","UTM_IX_OK","UTM_IY_OK","UTM_FX_OK","UTM_FY_OK"
"9651",427438.96300000,4581705.55000000,427434.65100000,4581717.08100000,427343.96300000,4581500.55000000,427339.65100000,4581512.08100000
"9652",428351.28300000,4582526.63700000,428352.20000000,4582533.97000000,428256.28300000,4582321.63700000,428257.20000000,4582328.97000000
"9653",427585.13000000,4581626.53000000,427562.03000000,4581618.38000000,427490.13000000,4581421.53000000,427467.03000000,4581413.38000000
"9654",427633.35000000,4581643.52000000,427622.58000000,4581639.73000000,427538.35000000,4581438.52000000,427527.58000000,4581434.73000000
"9655",427937.22000000,4582051.18000000,427915.46000000,4582044.82000000,427842.22000000,4581846.18000000,427820.46000000,4581839.82000000
"9656",428191.34000000,4582103.39800000,428202.37500000,4582101.97000000,428096.34000000,4581898.39800000,428107.37500000,4581896.97000000
"9657",428123.42300000,4582375.73500000,428135.63600000,4582389.66300000,428028.42300000,4582170.73500000,428040.63600000,4582184.66300000
"9658",427993.97700000,4582226.32000000,428004.77400000,4582239.92900000,427898.97700000,4582021.32000000,427909.77400000,4582034.92900000
"9659",428216.10400000,4582463.40500000,428222.85400000,4582471.03000000,428121.10400000,4582258.40500000,428127.85400000,4582266.03000000
"9660",427578.64000000,4582755.07000000,427558.81000000,4582748.59000000,427483.64000000,4582550.07000000,427463.81000000,4582543.59000000
"9661",428178.15600000,4581968.72300000,428189.53900000,4581957.12600000,428083.15600000,4581763.72300000,428094.53900000,4581752.12600000
"9662",428105.89000000,4582078.96000000,428127.05000000,4582053.69000000,428010.89000000,4581873.96000000,428032.05000000,4581848.69000000
"9663",428035.13000000,4582138.86000000,428021.40000000,4582154.80000000,427940.13000000,4581933.86000000,427926.40000000,4581949.80000000
"9664",427912.66800000,4582315.91800000,427925.77800000,4582299.88600000,427817.66800000,4582110.91800000,427830.77800000,4582094.88600000
"9665",427923.55000000,4582110.97000000,427941.16000000,4582087.91000000,427828.55000000,4581905.97000000,427846.16000000,4581882.91000000
"9666",427796.20200000,4582247.83000000,427786.26800000,4582250.11500000,427701.20200000,4582042.83000000,427691.26800000,4582045.11500000
"9667",427769.22000000,4582289.08000000,427763.51000000,4582296.83000000,427674.22000000,4582084.08000000,427668.51000000,4582091.83000000
"9668",427643.06000000,4582487.89000000,427621.56000000,4582517.47000000,427548.06000000,4582282.89000000,427526.56000000,4582312.47000000
"9669",427308.58000000,4581634.86000000,427318.41000000,4581595.48000000,427213.58000000,4581429.86000000,427223.41000000,4581390.48000000
"9670",428376.69000000,4582549.82500000,428390.35200000,4582545.72100000,428281.69000000,4582344.82500000,428295.35200000,4582340.72100000
"9671",427301.48000000,4582558.48500000,427306.04000000,4582546.83000000,427206.48000000,4582353.48500000,427211.04000000,4582341.83000000
"9672",427824.59800000,4582802.67100000,427813.13300000,4582805.42900000,427729.59800000,4582597.67100000,427718.13300000,4582600.42900000
"9673",428232.12000000,4582690.77000000,428202.76400000,4582667.23400000,428137.12000000,4582485.77000000,428107.76400000,4582462.23400000
"9674",428072.12000000,4582149.43000000,428081.22000000,4582156.98000000,427977.12000000,4581944.43000000,427986.22000000,4581951.98000000
"9675",427777.37200000,4581786.37900000,427798.62000000,4581742.42800000,427682.37200000,4581581.37900000,427703.62000000,4581537.42800000
"9676",427725.75900000,4581844.31400000,427734.85400000,4581824.34100000,427630.75900000,4581639.31400000,427639.85400000,4581619.34100000
"9677",427707.14600000,4581886.47300000,427700.19000000,4581898.91200000,427612.14600000,4581681.47300000,427605.19000000,4581693.91200000
"9678",426877.38800000,4581198.97500000,426885.60800000,4581179.89400000,426782.38800000,4580993.97500000,426790.60800000,4580974.89400000
"9679",426481.05000000,4581257.45900000,426497.63800000,4581235.20700000,426386.05000000,4581052.45900000,426402.63800000,4581030.20700000
"9680",426978.32400000,4581264.77300000,426971.36000000,4581276.32900000,426883.32400000,4581059.77300000,426876.36000000,4581071.32900000
"9681",426962.82000000,4581260.94000000,426955.88100000,4581275.14700000,426867.82000000,4581055.94000000,426860.88100000,4581070.14700000
"9682",426665.57700000,4581234.53100000,426666.76700000,4581219.93500000,426570.57700000,4581029.53100000,426571.76700000,4581014.93500000
"9683",426048.81300000,4581197.23800000,426067.36800000,4581209.84900000,425953.81300000,4580992.23800000,425972.36800000,4581004.84900000
"9684",426099.16000000,4581230.87100000,426122.34200000,4581245.33600000,426004.16000000,4581025.87100000,426027.34200000,4581040.33600000
"9685",426317.42000000,4581372.34000000,426339.27000000,4581382.98000000,426222.42000000,4581167.34000000,426244.27000000,4581177.98000000
"9686",426406.72400000,4581410.18900000,426438.73600000,4581422.70200000,426311.72400000,4581205.18900000,426343.73600000,4581217.70200000
"9687",427094.84000000,4582269.99000000,427094.26000000,4582255.06000000,426999.84000000,4582064.99000000,426999.26000000,4582050.06000000
"9688",427107.47800000,4581465.99200000,427075.90500000,4581492.80300000,427012.47800000,4581260.99200000,426980.90500000,4581287.80300000
"9689",426708.16300000,4581299.10300000,426714.26000000,4581289.32400000,426613.16300000,4581094.10300000,426619.26000000,4581084.32400000
"9690",426744.28000000,4581238.21900000,426751.24400000,4581226.66400000,426649.28000000,4581033.21900000,426656.24400000,4581021.66400000
"9691",427128.72900000,4581733.78000000,427148.10400000,4581751.28000000,427033.72900000,4581528.78000000,427053.10400000,4581546.28000000
"9692",427066.03600000,4581334.23000000,427072.13200000,4581324.45100000,426971.03600000,4581129.23000000,426977.13200000,4581119.45100000
"9693",427077.22700000,4581349.59500000,427080.71300000,4581344.25900000,426982.22700000,4581144.59500000,426985.71300000,4581139.25900000
"9694",426982.69100000,4581449.47200000,427003.18400000,4581466.96000000,426887.69100000,4581244.47200000,426908.18400000,4581261.96000000
"9695",427020.77100000,4581457.07400000,427035.45700000,4581467.98700000,426925.77100000,4581252.07400000,426940.45700000,4581262.98700000
"9696",426731.97500000,4581055.36200000,426765.34500000,4581079.36000000,426636.97500000,4580850.36200000,426670.34500000,4580874.36000000
"9697",426789.38100000,4581097.69900000,426774.25700000,4581087.23200000,426694.38100000,4580892.69900000,426679.25700000,4580882.23200000
"9698",427107.61400000,4581528.30700000,427091.58200000,4581515.19700000,427012.61400000,4581323.30700000,426996.58200000,4581310.19700000
"9699",427184.65400000,4581590.79200000,427198.91900000,4581603.91800000,427089.65400000,4581385.79200000,427103.91900000,4581398.91800000
"9700",427020.07000000,4581857.49700000,427036.59200000,4581828.17400000,426925.07000000,4581652.49700000,426941.59200000,4581623.17400000
"9701",427050.89700000,4581988.47300000,427074.97900000,4582004.40500000,426955.89700000,4581783.47300000,426979.97900000,4581799.40500000
"9702",427047.63600000,4581970.38300000,427071.19300000,4581984.74900000,426952.63600000,4581765.38300000,426976.19300000,4581779.74900000
"9703",426698.57200000,4581170.58200000,426676.78300000,4581156.20000000,426603.57200000,4580965.58200000,426581.78300000,4580951.20000000
"9704",426916.35400000,4582145.03000000,426929.72900000,4582131.28000000,426821.35400000,4581940.03000000,426834.72900000,4581926.28000000
"9705",426824.19500000,4582241.86900000,426846.09200000,4582218.54800000,426729.19500000,4582036.86900000,426751.09200000,4582013.54800000
"9706",426242.12200000,4581133.27700000,426234.81900000,4581155.88500000,426147.12200000,4580928.27700000,426139.81900000,4580950.88500000
"9707",426275.17200000,4581122.80500000,426284.64800000,4581096.19900000,426180.17200000,4580917.80500000,426189.64800000,4580891.19900000
"9708",426652.99000000,4582539.93000000,426665.68000000,4582544.09000000,426557.99000000,4582334.93000000,426570.68000000,4582339.09000000
"9710",426883.55300000,4582661.08000000,426890.88700000,4582639.49700000,426788.55300000,4582456.08000000,426795.88700000,4582434.49700000
"9711",427025.15000000,4582719.07200000,427065.41100000,4582731.98800000,426930.15000000,4582514.07200000,426970.41100000,4582526.98800000
"9712",426920.65000000,4582596.58000000,426903.08000000,4582605.51000000,426825.65000000,4582391.58000000,426808.08000000,4582400.51000000
"9713",426997.50000000,4582619.65000000,427015.29000000,4582625.52000000,426902.50000000,4582414.65000000,426920.29000000,4582420.52000000
"9714",426536.43000000,4582601.99000000,426568.58000000,4582618.17000000,426441.43000000,4582396.99000000,426473.58000000,4582413.17000000
"9715",426858.67000000,4582739.19000000,426880.27100000,4582746.69500000,426763.67000000,4582534.19000000,426785.27100000,4582541.69500000
"9716",426958.72000000,4582771.24000000,426979.86000000,4582778.01000000,426863.72000000,4582566.24000000,426884.86000000,4582573.01000000
"9718",425950.84400000,4582224.97300000,425965.02600000,4582229.26100000,425855.84400000,4582019.97300000,425870.02600000,4582024.26100000
"9720",427041.97900000,4583223.03000000,427030.97900000,4583214.40500000,426946.97900000,4583018.03000000,426935.97900000,4583009.40500000
"9721",426983.67000000,4583259.76000000,426972.45000000,4583263.09000000,426888.67000000,4583054.76000000,426877.45000000,4583058.09000000
"9722",426865.47900000,4583664.65500000,426872.47900000,4583655.82200000,426770.47900000,4583459.65500000,426777.47900000,4583450.82200000
"9723",427043.17000000,4583068.92000000,427050.34000000,4583084.30000000,426948.17000000,4582863.92000000,426955.34000000,4582879.30000000
"9724",427066.95600000,4582956.21800000,427076.44900000,4582931.38000000,426971.95600000,4582751.21800000,426981.44900000,4582726.38000000
"9725",427022.60000000,4583077.24000000,427026.09000000,4583088.40000000,426927.60000000,4582872.24000000,426931.09000000,4582883.40000000
"9726",427024.65700000,4583124.25400000,427031.98600000,4583100.26800000,426929.65700000,4582919.25400000,426936.98600000,4582895.26800000
"9727",426647.13800000,4583246.50800000,426665.37600000,4583259.15500000,426552.13800000,4583041.50800000,426570.37600000,4583054.15500000
"9728",426783.42300000,4583228.36300000,426796.64100000,4583237.68400000,426688.42300000,4583023.36300000,426701.64100000,4583032.68400000
"9729",426572.12300000,4583600.40800000,426577.17200000,4583593.72700000,426477.12300000,4583395.40800000,426482.17200000,4583388.72700000
"9730",426894.40400000,4583173.93900000,426884.63000000,4583193.58000000,426799.40400000,4582968.93900000,426789.63000000,4582988.58000000
"9731",426800.99000000,4583299.44000000,426811.04300000,4583287.41400000,426705.99000000,4583094.44000000,426716.04300000,4583082.41400000
"9732",426985.10600000,4582946.81300000,426995.32400000,4582952.46400000,426890.10600000,4582741.81300000,426900.32400000,4582747.46400000
"9733",426662.08400000,4583475.74600000,426668.05600000,4583466.58200000,426567.08400000,4583270.74600000,426573.05600000,4583261.58200000
"9734",426563.57200000,4583195.13200000,426557.05400000,4583207.12600000,426468.57200000,4582990.13200000,426462.05400000,4583002.12600000
"9735",426931.52000000,4583323.95000000,426948.23000000,4583307.42000000,426836.52000000,4583118.95000000,426853.23000000,4583102.42000000
"9736",426803.10200000,4583454.25400000,426830.97900000,4583422.57800000,426708.10200000,4583249.25400000,426735.97900000,4583217.57800000
"9737",426766.22200000,4583495.72000000,426787.72900000,4583471.71600000,426671.22200000,4583290.72000000,426692.72900000,4583266.71600000
"9738",426630.86000000,4583763.59000000,426643.82000000,4583748.65000000,426535.86000000,4583558.59000000,426548.82000000,4583543.65000000
"9739",426545.18000000,4583877.01000000,426553.95000000,4583862.08000000,426450.18000000,4583672.01000000,426458.95000000,4583657.08000000
"9740",427112.32000000,4583131.73100000,427097.10300000,4583120.24300000,427017.32000000,4582926.73100000,427002.10300000,4582915.24300000
"9741",426778.65000000,4583190.18000000,426770.39000000,4583201.90000000,426683.65000000,4582985.18000000,426675.39000000,4582996.90000000
"9742",426705.33000000,4583472.24000000,426712.82000000,4583477.19000000,426610.33000000,4583267.24000000,426617.82000000,4583272.19000000
"9744",426711.58900000,4583171.58900000,426716.99300000,4583163.64000000,426616.58900000,4582966.58900000,426621.99300000,4582958.64000000
"9745",426834.28300000,4583077.26600000,426812.04800000,4583062.44600000,426739.28300000,4582872.26600000,426717.04800000,4582857.44600000
"9746",426942.96000000,4583150.70000000,426929.25000000,4583139.05000000,426847.96000000,4582945.70000000,426834.25000000,4582934.05000000
"9747",426970.86100000,4583174.18700000,426962.23900000,4583167.04700000,426875.86100000,4582969.18700000,426867.23900000,4582962.04700000
"9748",426885.92200000,4583201.24700000,426905.54000000,4583217.75700000,426790.92200000,4582996.24700000,426810.54000000,4583012.75700000
"9749",427615.61300000,4583280.19700000,427621.27100000,4583272.35500000,427520.61300000,4583075.19700000,427526.27100000,4583067.35500000
"9750",427045.71900000,4583239.27000000,427053.45600000,4583230.19400000,426950.71900000,4583034.27000000,426958.45600000,4583025.19400000
"9751",427247.22900000,4583364.73800000,427254.47900000,4583371.07200000,427152.22900000,4583159.73800000,427159.47900000,4583166.07200000
"9752",427372.72900000,4584134.40500000,427355.97900000,4584122.65500000,427277.72900000,4583929.40500000,427260.97900000,4583917.65500000
"9753",427501.38800000,4583059.33000000,427497.30500000,4583056.16300000,427406.38800000,4582854.33000000,427402.30500000,4582851.16300000
"9754",427482.05400000,4583728.00400000,427463.30200000,4583755.13800000,427387.05400000,4583523.00400000,427368.30200000,4583550.13800000
"9755",427295.95700000,4583201.14700000,427304.91900000,4583214.32300000,427200.95700000,4582996.14700000,427209.91900000,4583009.32300000
"9756",427387.43100000,4583342.60900000,427398.78100000,4583327.47700000,427292.43100000,4583137.60900000,427303.78100000,4583122.47700000
"9757",427557.73000000,4582959.74000000,427551.02000000,4582969.88000000,427462.73000000,4582754.74000000,427456.02000000,4582764.88000000
"9758",427482.62000000,4583721.71000000,427471.47000000,4583712.11000000,427387.62000000,4583516.71000000,427376.47000000,4583507.11000000
"9759",427340.05000000,4584204.31000000,427349.69000000,4584190.91000000,427245.05000000,4583999.31000000,427254.69000000,4583985.91000000
"9760",427846.97900000,4584048.90500000,427836.72900000,4584040.90500000,427751.97900000,4583843.90500000,427741.72900000,4583835.90500000
"9761",427786.23300000,4583998.64800000,427798.62600000,4584008.75800000,427691.23300000,4583793.64800000,427703.62600000,4583803.75800000
"9762",428079.21500000,4584497.21500000,428090.02100000,4584471.03900000,427984.21500000,4584292.21500000,427995.02100000,4584266.03900000
"9763",428004.53200000,4584688.39400000,428010.12500000,4584671.99000000,427909.53200000,4584483.39400000,427915.12500000,4584466.99000000
"9764",428037.28100000,4584597.93000000,428045.46000000,4584574.43000000,427942.28100000,4584392.93000000,427950.46000000,4584369.43000000
"9765",427885.58000000,4584102.63000000,427891.01000000,4584103.43000000,427790.58000000,4583897.63000000,427796.01000000,4583898.43000000
"9766",427962.59000000,4584468.15000000,427979.71000000,4584477.90000000,427867.59000000,4584263.15000000,427884.71000000,4584272.90000000
"9767",427916.20700000,4583974.44900000,427906.57500000,4583984.26100000,427821.20700000,4583769.44900000,427811.57500000,4583779.26100000
"9768",427865.14500000,4584051.49700000,427859.03200000,4584059.50900000,427770.14500000,4583846.49700000,427764.03200000,4583854.50900000
"9769",427813.05400000,4584098.27200000,427804.74400000,4584107.63000000,427718.05400000,4583893.27200000,427709.74400000,4583902.63000000
"9770",427762.97000000,4584174.17000000,427755.63000000,4584183.12000000,427667.97000000,4583969.17000000,427660.63000000,4583978.12000000
"9771",427673.77400000,4584289.28200000,427688.18900000,4584271.02700000,427578.77400000,4584084.28200000,427593.18900000,4584066.02700000
"9772",427840.68400000,4584653.67500000,427864.82100000,4584635.33100000,427745.68400000,4584448.67500000,427769.82100000,4584430.33100000
"9773",427685.95500000,4583699.66200000,427695.11700000,4583686.76000000,427590.95500000,4583494.66200000,427600.11700000,4583481.76000000
"9774",427393.32600000,4584929.19400000,427407.50100000,4584932.59800000,427298.32600000,4584724.19400000,427312.50100000,4584727.59800000
"9775",428153.32000000,4584315.11700000,428163.15900000,4584294.54400000,428058.32000000,4584110.11700000,428068.15900000,4584089.54400000
"9776",427641.40500000,4584515.86600000,427644.42900000,4584508.32500000,427546.40500000,4584310.86600000,427549.42900000,4584303.32500000
"9777",427678.36000000,4584116.87400000,427693.65100000,4584097.72800000,427583.36000000,4583911.87400000,427598.65100000,4583892.72800000
"9778",427575.71400000,4584244.61600000,427614.24700000,4584197.75400000,427480.71400000,4584039.61600000,427519.24700000,4583992.75400000
"9779",427661.19800000,4584220.01100000,427680.29500000,4584229.99800000,427566.19800000,4584015.01100000,427585.29500000,4584024.99800000
"9780",427956.70000000,4584630.05800000,427944.21100000,4584617.79900000,427861.70000000,4584425.05800000,427849.21100000,4584412.79900000
"9781",428019.55200000,4584069.06800000,428010.37400000,4584080.20200000,427924.55200000,4583864.06800000,427915.37400000,4583875.20200000
"9782",427963.65100000,4584141.18400000,427971.94500000,4584130.05800000,427868.65100000,4583936.18400000,427876.94500000,4583925.05800000
"9783",427922.98300000,4584187.96800000,427915.56500000,4584198.20200000,427827.98300000,4583982.96800000,427820.56500000,4583993.20200000
"9784",427860.47300000,4584262.35600000,427849.56100000,4584277.04200000,427765.47300000,4584057.35600000,427754.56100000,4584072.04200000
"9785",427781.72400000,4584348.82800000,427769.87000000,4584357.33500000,427686.72400000,4584143.82800000,427674.87000000,4584152.33500000
"9786",427737.85000000,4584378.06000000,427722.27000000,4584389.54000000,427642.85000000,4584173.06000000,427627.27000000,4584184.54000000
"9787",427747.10900000,4584285.94900000,427757.86300000,4584301.76000000,427652.10900000,4584080.94900000,427662.86300000,4584096.76000000
"9788",427674.95900000,4584083.75900000,427667.40100000,4584078.96800000,427579.95900000,4583878.75900000,427572.40100000,4583873.96800000
"9789",428058.68000000,4584328.29000000,428069.58000000,4584343.96000000,427963.68000000,4584123.29000000,427974.58000000,4584138.96000000
"9790",427955.91300000,4584341.58100000,427982.40200000,4584322.82100000,427860.91300000,4584136.58100000,427887.40200000,4584117.82100000
"9791",427711.50300000,4584497.09500000,427706.54700000,4584486.97600000,427616.50300000,4584292.09500000,427611.54700000,4584281.97600000
"9792",427746.19200000,4584567.92800000,427732.21700000,4584538.44700000,427651.19200000,4584362.92800000,427637.21700000,4584333.44700000
"9793",428056.61900000,4584357.27600000,428041.65700000,4584372.57100000,427961.61900000,4584152.27600000,427946.65700000,4584167.57100000
"9794",428023.45500000,4584391.21200000,428035.10100000,4584379.33500000,427928.45500000,4584186.21200000,427940.10100000,4584174.33500000
"9795",427878.78000000,4584520.29100000,427868.24700000,4584528.34400000,427783.78000000,4584315.29100000,427773.24700000,4584323.34400000
"9796",427762.49000000,4584629.41000000,427770.85000000,4584622.58000000,427667.49000000,4584424.41000000,427675.85000000,4584417.58000000
"9797",428994.57100000,4583551.31600000,429000.67600000,4583542.42000000,428899.57100000,4583346.31600000,428905.67600000,4583337.42000000
"9798",428961.34900000,4583596.52000000,428971.50200000,4583583.87500000,428866.34900000,4583391.52000000,428876.50200000,4583378.87500000
"9799",428690.21200000,4583081.76100000,428703.93400000,4583067.25900000,428595.21200000,4582876.76100000,428608.93400000,4582862.25900000
"9800",428617.96800000,4583165.00400000,428625.85700000,4583157.85900000,428522.96800000,4582960.00400000,428530.85700000,4582952.85900000
"9801",428565.80000000,4583212.67000000,428578.01000000,4583199.08000000,428470.80000000,4583007.67000000,428483.01000000,4582994.08000000
"9802",428533.04800000,4583253.30100000,428523.42400000,4583263.99700000,428438.04800000,4583048.30100000,428428.42400000,4583058.99700000
"9803",428453.76900000,4583330.50700000,428480.42000000,4583302.44900000,428358.76900000,4583125.50700000,428385.42000000,4583097.44900000
"9804",428409.18000000,4583377.59000000,428391.43000000,4583396.26000000,428314.18000000,4583172.59000000,428296.43000000,4583191.26000000
"9806",429080.22900000,4583152.90500000,429069.10400000,4583164.15500000,428985.22900000,4582947.90500000,428974.10400000,4582959.15500000
"9807",428971.62000000,4583285.97000000,428994.37000000,4583284.40000000,428876.62000000,4583080.97000000,428899.37000000,4583079.40000000
"9808",428912.19000000,4583365.30000000,428897.97700000,4583382.05800000,428817.19000000,4583160.30000000,428802.97700000,4583177.05800000
"9809",428670.69000000,4583629.96000000,428679.44000000,4583620.39000000,428575.69000000,4583424.96000000,428584.44000000,4583415.39000000
"9810",428853.80000000,4583440.74000000,428871.92000000,4583419.21000000,428758.80000000,4583235.74000000,428776.92000000,4583214.21000000
"9811",428622.28000000,4583682.89000000,428643.21000000,4583659.90000000,428527.28000000,4583477.89000000,428548.21000000,4583454.90000000
"9812",428813.13000000,4583489.00000000,428795.98000000,4583509.47000000,428718.13000000,4583284.00000000,428700.98000000,4583304.47000000
"9813",428759.50900000,4583557.91800000,428741.13700000,4583578.41900000,428664.50900000,4583352.91800000,428646.13700000,4583373.41900000
"9814",428443.42000000,4584040.23000000,428453.24900000,4584035.87000000,428348.42000000,4583835.23000000,428358.24900000,4583830.87000000
"9815",429310.32000000,4583523.75000000,429324.36000000,4583504.70000000,429215.32000000,4583318.75000000,429229.36000000,4583299.70000000
"9816",429166.03100000,4583718.79800000,429183.05400000,4583698.45400000,429071.03100000,4583513.79800000,429088.05400000,4583493.45400000
"9817",428914.72900000,4583838.78000000,428926.72900000,4583838.78000000,428819.72900000,4583633.78000000,428831.72900000,4583633.78000000
"9818",428762.86200000,4583816.35700000,428743.75000000,4583804.07900000,428667.86200000,4583611.35700000,428648.75000000,4583599.07900000
"9819",428723.79000000,4583813.25600000,428735.59600000,4583820.87000000,428628.79000000,4583608.25600000,428640.59600000,4583615.87000000
"9820",428678.75400000,4583776.89300000,428700.06100000,4583794.44000000,428583.75400000,4583571.89300000,428605.06100000,4583589.44000000
"9821",428977.67000000,4583406.39000000,428992.31000000,4583417.24000000,428882.67000000,4583201.39000000,428897.31000000,4583212.24000000
"9822",428553.06000000,4583082.08000000,428561.13400000,4583089.07200000,428458.06000000,4582877.08000000,428466.13400000,4582884.07200000
"9823",428322.27000000,4583037.40000000,428340.42000000,4583043.54000000,428227.27000000,4582832.40000000,428245.42000000,4582838.54000000
"9824",427893.99200000,4582877.13200000,427911.33000000,4582882.80200000,427798.99200000,4582672.13200000,427816.33000000,4582677.80200000
"9825",428639.28000000,4583880.98000000,428653.98000000,4583864.61000000,428544.28000000,4583675.98000000,428558.98000000,4583659.61000000
"9827",428520.51000000,4583092.98500000,428532.76900000,4583080.49700000,428425.51000000,4582887.98500000,428437.76900000,4582875.49700000
"9828",428382.55000000,4583244.92600000,428401.72400000,4583221.16200000,428287.55000000,4583039.92600000,428306.72400000,4583016.16200000
"9829",428336.92000000,4583301.24000000,428347.07000000,4583288.65000000,428241.92000000,4583096.24000000,428252.07000000,4583083.65000000
"9830",428276.39000000,4583376.28000000,428270.25000000,4583383.85000000,428181.39000000,4583171.28000000,428175.25000000,4583178.85000000
"9831",429430.72000000,4583324.34000000,429434.60000000,4583327.60000000,429335.72000000,4583119.34000000,429339.60000000,4583122.60000000
"9832",427802.22200000,4583724.66000000,427824.99200000,4583724.47900000,427707.22200000,4583519.66000000,427729.99200000,4583519.47900000
"9833",427977.59000000,4583724.32000000,427983.52000000,4583730.18000000,427882.59000000,4583519.32000000,427888.52000000,4583525.18000000
"9834",427865.82000000,4583718.16000000,427872.32000000,4583711.28000000,427770.82000000,4583513.16000000,427777.32000000,4583506.28000000
"9835",428071.55200000,4583725.82800000,428089.79100000,4583737.06000000,427976.55200000,4583520.82800000,427994.79100000,4583532.06000000
"9836",428442.42000000,4583732.08000000,428430.69000000,4583721.41000000,428347.42000000,4583527.08000000,428335.69000000,4583516.41000000
"9837",428332.72900000,4583634.65500000,428347.31300000,4583647.65500000,428237.72900000,4583429.65500000,428252.31300000,4583442.65500000
"9838",428672.96100000,4582998.16800000,428664.93300000,4582990.28800000,428577.96100000,4582793.16800000,428569.93300000,4582785.28800000
"9839",428417.93700000,4582898.59100000,428435.23400000,4582905.06000000,428322.93700000,4582693.59100000,428340.23400000,4582700.06000000
"9840",428242.83200000,4582841.43700000,428258.79100000,4582846.59200000,428147.83200000,4582636.43700000,428163.79100000,4582641.59200000
"9841",428102.98000000,4582799.56000000,428068.25000000,4582788.27000000,428007.98000000,4582594.56000000,427973.25000000,4582583.27000000
"9842",427811.68000000,4582999.13000000,427819.30600000,4582970.44500000,427716.68000000,4582794.13000000,427724.30600000,4582765.44500000
"9843",428361.04000000,4583143.63000000,428350.47000000,4583144.46000000,428266.04000000,4582938.63000000,428255.47000000,4582939.46000000
"9844",428605.45000000,4582954.00000000,428595.13000000,4582960.06000000,428510.45000000,4582749.00000000,428500.13000000,4582755.06000000
"9845",428082.56000000,4583101.14600000,428095.76800000,4583095.72000000,427987.56000000,4582896.14600000,428000.76800000,4582890.72000000
"9846",428100.21000000,4582922.50000000,428107.75000000,4582899.39000000,428005.21000000,4582717.50000000,428012.75000000,4582694.39000000
"9847",428083.65000000,4582975.94500000,428078.51100000,4582993.67100000,427988.65000000,4582770.94500000,427983.51100000,4582788.67100000
"9848",427658.29200000,4583539.18700000,427703.05600000,4583538.67800000,427563.29200000,4583334.18700000,427608.05600000,4583333.67800000
"9849",428723.47900000,4583048.65500000,428698.35400000,4583025.03000000,428628.47900000,4582843.65500000,428603.35400000,4582820.03000000
"9850",428971.41000000,4583247.73000000,428987.08000000,4583246.81000000,428876.41000000,4583042.73000000,428892.08000000,4583041.81000000
"9852",428119.02000000,4583969.07000000,428132.21000000,4583985.71000000,428024.02000000,4583764.07000000,428037.21000000,4583780.71000000
"9853",428214.68000000,4584078.63000000,428197.10700000,4584056.81200000,428119.68000000,4583873.63000000,428102.10700000,4583851.81200000
"9854",427860.01700000,4583166.29700000,427871.53000000,4583168.87000000,427765.01700000,4582961.29700000,427776.53000000,4582963.87000000
"9855",428171.93300000,4583297.31500000,428182.24900000,4583313.57200000,428076.93300000,4583092.31500000,428087.24900000,4583108.57200000
"9856",428163.44000000,4583145.17000000,428158.16000000,4583137.30000000,428068.44000000,4582940.17000000,428063.16000000,4582932.30000000
"9857",428176.13000000,4583164.11000000,428181.35000000,4583171.89000000,428081.13000000,4582959.11000000,428086.35000000,4582966.89000000
"9858",429328.10400000,4583456.15500000,429342.72900000,4583435.78000000,429233.10400000,4583251.15500000,429247.72900000,4583230.78000000
"9859",428983.50000000,4583772.41000000,428970.68000000,4583759.65000000,428888.50000000,4583567.41000000,428875.68000000,4583554.65000000
"9860",428614.16000000,4583406.45000000,428629.81000000,4583421.21000000,428519.16000000,4583201.45000000,428534.81000000,4583216.21000000
"9861",428394.06300000,4583956.65500000,428412.64600000,4583916.90500000,428299.06300000,4583751.65500000,428317.64600000,4583711.90500000
"9862",428901.63900000,4583062.48600000,428912.74800000,4583053.10100000,428806.63900000,4582857.48600000,428817.74800000,4582848.10100000
"9863",427977.36000000,4583572.24000000,427982.97000000,4583577.95000000,427882.36000000,4583367.24000000,427887.97000000,4583372.95000000
"9864",427976.22900000,4583805.65500000,427980.72900000,4583810.23800000,427881.22900000,4583600.65500000,427885.72900000,4583605.23800000
"9865",427977.67000000,4583878.72000000,427984.03000000,4583885.14000000,427882.67000000,4583673.72000000,427889.03000000,4583680.14000000
"9866",427998.01000000,4583871.71000000,427991.66000000,4583865.28000000,427903.01000000,4583666.71000000,427896.66000000,4583660.28000000
"9867",428067.43300000,4583872.82800000,428026.12400000,4583872.82800000,427972.43300000,4583667.82800000,427931.12400000,4583667.82800000
"9868",427871.40000000,4583578.73000000,427864.47000000,4583572.00000000,427776.40000000,4583373.73000000,427769.47000000,4583367.00000000
"9869",428610.47200000,4583610.25700000,428597.98300000,4583597.99800000,428515.47200000,4583405.25700000,428502.98300000,4583392.99800000
"9870",428235.41000000,4583402.13000000,428242.29000000,4583407.94000000,428140.41000000,4583197.13000000,428147.29000000,4583202.94000000
"9871",428488.35400000,4583770.81000000,428495.49900000,4583778.69900000,428393.35400000,4583565.81000000,428400.49900000,4583573.69900000
"9872",427995.78000000,4583111.11000000,427997.54000000,4583120.41000000,427900.78000000,4582906.11000000,427902.54000000,4582915.41000000
"9873",427966.93000000,4583102.17000000,427985.39000000,4583108.04000000,427871.93000000,4582897.17000000,427890.39000000,4582903.04000000
"9874",428745.77000000,4583178.15000000,428723.60000000,4583201.88000000,428650.77000000,4582973.15000000,428628.60000000,4582996.88000000
