"ID_TRAMO","UTM_IX","UTM_IY","UTM_FX","UTM_FY","UTM_IX_OK","UTM_IY_OK","UTM_FX_OK","UTM_FY_OK"
"9167",429358.77000000,4581947.84000000,429346.00000000,4581948.12000000,429263.77000000,4581742.84000000,429251.00000000,4581743.12000000
"9168",429180.65000000,4581752.22000000,429180.22000000,4581730.77000000,429085.65000000,4581547.22000000,429085.22000000,4581525.77000000
"9169",429358.69000000,4581909.29000000,429346.17000000,4581909.38000000,429263.69000000,4581704.29000000,429251.17000000,4581704.38000000
"9170",429249.04000000,4581816.00000000,429264.20000000,4581815.71000000,429154.04000000,4581611.00000000,429169.20000000,4581610.71000000
"9171",428777.27000000,4582103.65000000,428799.20000000,4582103.41000000,428682.27000000,4581898.65000000,428704.20000000,4581898.41000000
"9172",428594.30000000,4582295.77000000,428607.31000000,4582295.38000000,428499.30000000,4582090.77000000,428512.31000000,4582090.38000000
"9173",428900.57000000,4582039.20000000,428900.47000000,4582016.31000000,428805.57000000,4581834.20000000,428805.47000000,4581811.31000000
"9175",429366.89600000,4581556.32200000,429366.72900000,4581543.32200000,429271.89600000,4581351.32200000,429271.72900000,4581338.32200000
"9178",429244.39000000,4581665.23000000,429265.49000000,4581664.40000000,429149.39000000,4581460.23000000,429170.49000000,4581459.40000000
"9179",429088.29600000,4581823.32900000,429110.28400000,4581801.34200000,428993.29600000,4581618.32900000,429015.28400000,4581596.34200000
"9180",428956.42000000,4581939.39700000,428956.42000000,4581928.00300000,428861.42000000,4581734.39700000,428861.42000000,4581723.00300000
"9181",428982.78000000,4581951.20000000,428968.16000000,4581951.15000000,428887.78000000,4581746.20000000,428873.16000000,4581746.15000000
"9182",428712.54000000,4582230.57000000,428712.55000000,4582208.08000000,428617.54000000,4582025.57000000,428617.55000000,4582003.08000000
"9183",428674.06900000,4582225.03400000,428674.21800000,4582216.13900000,428579.06900000,4582020.03400000,428579.21800000,4582011.13900000
"9184",428605.84000000,4582333.47000000,428593.12000000,4582333.59000000,428510.84000000,4582128.47000000,428498.12000000,4582128.59000000
"9185",428862.29000000,4582020.04000000,428862.53000000,4582034.85000000,428767.29000000,4581815.04000000,428767.53000000,4581829.85000000
"9186",429146.84000000,4582112.54000000,429146.97000000,4582129.25000000,429051.84000000,4581907.54000000,429051.97000000,4581924.25000000
"9187",429185.50000000,4582126.87000000,429185.29000000,4582111.66000000,429090.50000000,4581921.87000000,429090.29000000,4581906.66000000
"9188",429532.50000000,4581756.82000000,429545.66000000,4581756.73000000,429437.50000000,4581551.82000000,429450.66000000,4581551.73000000
"9189",429532.33000000,4581718.31000000,429545.47000000,4581718.19000000,429437.33000000,4581513.31000000,429450.47000000,4581513.19000000
"9190",429090.47000000,4582221.38000000,429090.52000000,4582208.28000000,428995.47000000,4582016.38000000,428995.52000000,4582003.28000000
"9191",429590.53300000,4581669.21500000,429603.23800000,4581657.16400000,429495.53300000,4581464.21500000,429508.23800000,4581452.16400000
"9192",429426.69000000,4581839.80000000,429426.56000000,4581826.48000000,429331.69000000,4581634.80000000,429331.56000000,4581621.48000000
"9193",429453.46000000,4581852.11000000,429438.48000000,4581852.25000000,429358.46000000,4581647.11000000,429343.48000000,4581647.25000000
"9194",429052.36000000,4582220.74000000,429052.04000000,4582209.27000000,428957.36000000,4582015.74000000,428957.04000000,4582004.27000000
"9195",429008.31000000,4582283.70000000,429014.57000000,4582277.33000000,428913.31000000,4582078.70000000,428919.57000000,4582072.33000000
"9196",428996.70000000,4582301.79000000,428996.91000000,4582319.60000000,428901.70000000,4582096.79000000,428901.91000000,4582114.60000000
"9197",428771.62000000,4582496.03000000,428771.70000000,4582511.13000000,428676.62000000,4582291.03000000,428676.70000000,4582306.13000000
"9198",428716.21000000,4582586.29000000,428716.54000000,4582602.60000000,428621.21000000,4582381.29000000,428621.54000000,4582397.60000000
"9199",429045.33000000,4581452.22500000,429045.44100000,4581464.73200000,428950.33000000,4581247.22500000,428950.44100000,4581259.73200000
"9200",429056.81000000,4581477.45000000,429074.24000000,4581477.16000000,428961.81000000,4581272.45000000,428979.24000000,4581272.16000000
"9201",429140.53000000,4581562.75000000,429140.30000000,4581541.77000000,429045.53000000,4581357.75000000,429045.30000000,4581336.77000000
"9202",429342.86200000,4581758.59900000,429358.12100000,4581758.45100000,429247.86200000,4581553.59900000,429263.12100000,4581553.45100000
"9203",429331.54000000,4581750.70000000,429331.33000000,4581729.36000000,429236.54000000,4581545.70000000,429236.33000000,4581524.36000000
"9204",428522.85000000,4582038.36000000,428522.85000000,4582026.57000000,428427.85000000,4581833.36000000,428427.85000000,4581821.57000000
"9205",428591.91000000,4582105.68000000,428605.56000000,4582105.53000000,428496.91000000,4581900.68000000,428510.56000000,4581900.53000000
"9206",428777.79000000,4582293.54000000,428794.38000000,4582293.64000000,428682.79000000,4582088.54000000,428699.38000000,4582088.64000000
"9207",428498.56000000,4582050.08000000,428505.03800000,4582050.08000000,428403.56000000,4581845.08000000,428410.03800000,4581845.08000000
"9208",428985.92000000,4581183.17000000,428985.66000000,4581166.09000000,428890.92000000,4580978.17000000,428890.66000000,4580961.09000000
"9210",429176.50000000,4581355.55000000,429176.70000000,4581372.07000000,429081.50000000,4581150.55000000,429081.70000000,4581167.07000000
"9211",429164.64900000,4581344.14400000,429152.84300000,4581344.25500000,429069.64900000,4581139.14400000,429057.84300000,4581139.25500000
"9212",429242.51000000,4581476.19000000,429260.82000000,4581475.74000000,429147.51000000,4581271.19000000,429165.82000000,4581270.74000000
"9213",429241.92000000,4581437.33000000,429263.26000000,4581436.70000000,429146.92000000,4581232.33000000,429168.26000000,4581231.70000000
"9214",429437.51000000,4581663.39000000,429450.62000000,4581663.30000000,429342.51000000,4581458.39000000,429355.62000000,4581458.30000000
"9215",428870.18000000,4581668.45000000,428887.77000000,4581668.39000000,428775.18000000,4581463.45000000,428792.77000000,4581463.39000000
"9216",428616.72300000,4581941.89000000,428617.09800000,4581930.26500000,428521.72300000,4581736.89000000,428522.09800000,4581725.26500000
"9217",428586.16000000,4581954.46000000,428610.17000000,4581954.32000000,428491.16000000,4581749.46000000,428515.17000000,4581749.32000000
"9218",428416.79200000,4581904.12300000,428415.82300000,4581886.68400000,428321.79200000,4581699.12300000,428320.82300000,4581681.68400000
"9219",428423.94000000,4582016.85000000,428425.27000000,4582039.34000000,428328.94000000,4581811.85000000,428330.27000000,4581834.34000000
"9220",429005.89900000,4581143.53100000,429025.51700000,4581123.83900000,428910.89900000,4580938.53100000,428930.51700000,4580918.83900000
"9222",428725.78000000,4581418.07000000,428731.65000000,4581412.09000000,428630.78000000,4581213.07000000,428636.65000000,4581207.09000000
"9224",428704.84000000,4581439.36000000,428713.55000000,4581430.52000000,428609.84000000,4581234.36000000,428618.55000000,4581225.52000000
"9225",428590.46900000,4581556.92500000,428637.33100000,4581508.28600000,428495.46900000,4581351.92500000,428542.33100000,4581303.28600000
"9226",428582.41000000,4582495.09000000,428582.59000000,4582509.98000000,428487.41000000,4582290.09000000,428487.59000000,4582304.98000000
"9227",428595.27900000,4582521.91400000,428609.83100000,4582521.65400000,428500.27900000,4582316.91400000,428514.83100000,4582316.65400000
"9228",428594.85000000,4582483.83000000,428607.72000000,4582483.70000000,428499.85000000,4582278.83000000,428512.72000000,4582278.70000000
"9229",429067.30600000,4582044.18200000,429077.00200000,4582043.99900000,428972.30600000,4581839.18200000,428982.00200000,4581838.99900000
"9230",428873.97000000,4581853.31000000,428885.37000000,4581853.20000000,428778.97000000,4581648.31000000,428790.37000000,4581648.20000000
"9231",429076.87000000,4582006.31000000,429063.35000000,4582006.60000000,428981.87000000,4581801.31000000,428968.35000000,4581801.60000000
"9232",428498.09100000,4582239.56900000,428510.57600000,4582239.40700000,428403.09100000,4582034.56900000,428415.57600000,4582034.40700000
"9233",428701.78000000,4582426.38000000,428688.68000000,4582426.55000000,428606.78000000,4582221.38000000,428593.68000000,4582221.55000000
"9234",428676.22000000,4582400.61900000,428675.44100000,4582413.87200000,428581.22000000,4582195.61900000,428580.44100000,4582208.87200000
"9235",428519.55000000,4581663.04000000,428519.58000000,4581645.64000000,428424.55000000,4581458.04000000,428424.58000000,4581440.64000000
"9236",428683.16000000,4581858.92000000,428701.42000000,4581858.71000000,428588.16000000,4581653.92000000,428606.42000000,4581653.71000000
"9237",428592.39400000,4581727.36300000,428602.12600000,4581727.29500000,428497.39400000,4581522.36300000,428507.12600000,4581522.29500000
"9238",428796.00000000,4581952.57000000,428776.60000000,4581953.10000000,428701.00000000,4581747.57000000,428681.60000000,4581748.10000000
"9239",428709.90000000,4581831.33000000,428710.03000000,4581849.78000000,428614.90000000,4581626.33000000,428615.03000000,4581644.78000000
"9240",428795.06000000,4581914.69000000,428776.01000000,4581914.47000000,428700.06000000,4581709.69000000,428681.01000000,4581709.47000000
"9241",428973.89100000,4582140.57500000,428985.68500000,4582140.46300000,428878.89100000,4581935.57500000,428890.68500000,4581935.46300000
"9242",428861.19900000,4582000.46300000,428849.52200000,4581989.03900000,428766.19900000,4581795.46300000,428754.52200000,4581784.03900000
"9243",428982.66000000,4582101.91000000,428966.16000000,4582101.89000000,428887.66000000,4581896.91000000,428871.16000000,4581896.89000000
"9245",428954.03000000,4581750.26000000,428953.60000000,4581731.88000000,428859.03000000,4581545.26000000,428858.60000000,4581526.88000000
"9246",428962.77000000,4581723.72000000,428983.17000000,4581723.09000000,428867.77000000,4581518.72000000,428888.17000000,4581518.09000000
"9247",429308.90000000,4581391.84000000,429322.62000000,4581377.82000000,429213.90000000,4581186.84000000,429227.62000000,4581172.82000000
"9248",429059.64600000,4581666.97400000,429073.19400000,4581667.08500000,428964.64600000,4581461.97400000,428978.19400000,4581462.08500000
"9249",428766.10000000,4581926.51000000,428766.69000000,4581944.38000000,428671.10000000,4581721.51000000,428671.69000000,4581739.38000000
"9250",428712.36000000,4582038.04000000,428712.09000000,4582019.12000000,428617.36000000,4581833.04000000,428617.09000000,4581814.12000000
"9251",428674.11000000,4582022.40000000,428674.40000000,4582035.73000000,428579.11000000,4581817.40000000,428579.40000000,4581830.73000000
"9252",428591.36800000,4582144.02000000,428605.89600000,4582143.92500000,428496.36800000,4581939.02000000,428510.89600000,4581938.92500000
"9253",428524.03400000,4582226.59800000,428524.19600000,4582213.95100000,428429.03400000,4582021.59800000,428429.19600000,4582008.95100000
"9254",428702.92400000,4581669.23800000,428726.97900000,4581682.90500000,428607.92400000,4581464.23800000,428631.97900000,4581477.90500000
"9255",428827.81000000,4581739.94000000,428850.60000000,4581752.88000000,428732.81000000,4581534.94000000,428755.60000000,4581547.88000000
"9256",428940.08000000,4581803.53000000,428972.68000000,4581821.76000000,428845.08000000,4581598.53000000,428877.68000000,4581616.76000000
"9257",428900.98000000,4582219.70600000,428900.87700000,4582209.94700000,428805.98000000,4582014.70600000,428805.87700000,4582004.94700000
"9258",428798.92000000,4582141.96000000,428776.75000000,4582142.35000000,428703.92000000,4581936.96000000,428681.75000000,4581937.35000000
"9259",428862.56000000,4582228.51000000,428862.61000000,4582205.85000000,428767.56000000,4582023.51000000,428767.61000000,4582000.85000000
"9260",428784.08000000,4582596.23000000,428758.66000000,4582601.31000000,428689.08000000,4582391.23000000,428663.66000000,4582396.31000000
"9261",428646.79400000,4582624.88600000,428659.86800000,4582622.14600000,428551.79400000,4582419.88600000,428564.86800000,4582417.14600000
"9262",428663.37000000,4581431.86000000,428680.57000000,4581449.13000000,428568.37000000,4581226.86000000,428585.57000000,4581244.13000000
"9263",428716.75000000,4581484.21000000,428701.56000000,4581469.37000000,428621.75000000,4581279.21000000,428606.56000000,4581264.37000000
"9264",428763.39200000,4581548.07200000,428763.03200000,4581563.11200000,428668.39200000,4581343.07200000,428668.03200000,4581358.11200000
"9265",428775.32800000,4581536.51700000,428789.04000000,4581536.37700000,428680.32800000,4581331.51700000,428694.04000000,4581331.37700000
"9266",428880.66000000,4581629.95900000,428870.53300000,4581629.95900000,428785.66000000,4581424.95900000,428775.53300000,4581424.95900000
"9267",429264.24000000,4581853.91000000,429246.65000000,4581854.06000000,429169.24000000,4581648.91000000,429151.65000000,4581649.06000000
"9268",428511.69300000,4582578.91400000,428515.13700000,4582580.08000000,428416.69300000,4582373.91400000,428420.13700000,4582375.08000000
"9269",428856.61000000,4581470.69000000,428856.36000000,4581453.31000000,428761.61000000,4581265.69000000,428761.36000000,4581248.31000000
"9270",430382.90100000,4581043.87000000,430382.82500000,4581033.99500000,430287.90100000,4580838.87000000,430287.82500000,4580828.99500000
"9271",430407.21000000,4581022.16000000,430393.40000000,4581022.25000000,430312.21000000,4580817.16000000,430298.40000000,4580817.25000000
"9272",429854.21000000,4581058.12000000,429853.97000000,4581044.98000000,429759.21000000,4580853.12000000,429758.97000000,4580839.98000000
"9273",429816.37000000,4581058.64000000,429816.18000000,4581045.53000000,429721.37000000,4580853.64000000,429721.18000000,4580840.53000000
"9274",429642.07000000,4581261.64000000,429655.28000000,4581261.55000000,429547.07000000,4581056.64000000,429560.28000000,4581056.55000000
"9275",429641.64000000,4581223.49000000,429654.75000000,4581223.35000000,429546.64000000,4581018.49000000,429559.75000000,4581018.35000000
"9276",429536.56000000,4581343.96000000,429536.45000000,4581332.33000000,429441.56000000,4581138.96000000,429441.45000000,4581127.33000000
"9277",429574.37000000,4581344.66000000,429574.43000000,4581331.59000000,429479.37000000,4581139.66000000,429479.43000000,4581126.59000000
"9278",429503.50400000,4581398.46000000,429483.29300000,4581419.11500000,429408.50400000,4581193.46000000,429388.29300000,4581214.11500000
"9279",429734.96000000,4581128.44000000,429748.09000000,4581128.51000000,429639.96000000,4580923.44000000,429653.09000000,4580923.51000000
"9280",429736.32300000,4581165.85500000,429741.27200000,4581165.70900000,429641.32300000,4580960.85500000,429646.27200000,4580960.70900000
"9281",430052.45000000,4581810.65000000,430052.27000000,4581799.24000000,429957.45000000,4581605.65000000,429957.27000000,4581594.24000000
"9282",430014.43000000,4581800.29000000,430014.48000000,4581812.82000000,429919.43000000,4581595.29000000,429919.48000000,4581607.82000000
"9283",429959.24300000,4581875.06300000,429970.78700000,4581863.60200000,429864.24300000,4581670.06300000,429875.78700000,4581658.60200000
"9284",430270.97900000,4580995.15500000,430282.10400000,4580983.90500000,430175.97900000,4580790.15500000,430187.10400000,4580778.90500000
"9285",430222.62000000,4581068.21000000,430202.72000000,4581068.37000000,430127.62000000,4580863.21000000,430107.72000000,4580863.37000000
"9286",430205.01000000,4581028.38000000,430219.75000000,4581028.12000000,430110.01000000,4580823.38000000,430124.75000000,4580823.12000000
"9287",430138.88000000,4581149.99000000,430138.84000000,4581136.86000000,430043.88000000,4580944.99000000,430043.84000000,4580931.86000000
"9288",430009.70000000,4581246.86000000,430009.45000000,4581235.31000000,429914.70000000,4581041.86000000,429914.45000000,4581030.31000000
"9289",429939.36600000,4581317.15000000,429928.04200000,4581317.15000000,429844.36600000,4581112.15000000,429833.04200000,4581112.15000000
"9290",429820.94000000,4581436.16000000,429820.66000000,4581423.04000000,429725.94000000,4581231.16000000,429725.66000000,4581218.04000000
"9291",429739.71000000,4581544.68000000,429752.82000000,4581544.38000000,429644.71000000,4581339.68000000,429657.82000000,4581339.38000000
"9292",429688.37200000,4581591.84700000,429670.40900000,4581610.52400000,429593.37200000,4581386.84700000,429575.40900000,4581405.52400000
"9293",429739.69000000,4581506.52000000,429752.75000000,4581506.66000000,429644.69000000,4581301.52000000,429657.75000000,4581301.66000000
"9294",429916.46000000,4581338.06000000,429916.26000000,4581326.66000000,429821.46000000,4581133.06000000,429821.26000000,4581121.66000000
"9295",429930.27000000,4581349.26000000,429941.67000000,4581349.31000000,429835.27000000,4581144.26000000,429846.67000000,4581144.31000000
"9296",430101.06000000,4581148.70000000,430100.82000000,4581137.31000000,430006.06000000,4580943.70000000,430005.82000000,4580932.31000000
"9297",430019.28000000,4581220.07000000,430032.38000000,4581219.95000000,429924.28000000,4581015.07000000,429937.38000000,4581014.95000000
"9298",429858.23000000,4581424.30000000,429858.32000000,4581435.88000000,429763.23000000,4581219.30000000,429763.32000000,4581230.88000000
"9299",429469.17000000,4581035.63000000,429445.77000000,4581035.90000000,429374.17000000,4580830.63000000,429350.77000000,4580830.90000000
"9300",429383.71000000,4581157.70000000,429384.16000000,4581142.89000000,429288.71000000,4580952.70000000,429289.16000000,4580937.89000000
"9301",429345.75000000,4581156.48000000,429345.61000000,4581144.77000000,429250.75000000,4580951.48000000,429250.61000000,4580939.77000000
"9302",429451.96000000,4581074.44000000,429465.31000000,4581074.40000000,429356.96000000,4580869.44000000,429370.31000000,4580869.40000000
"9303",429284.75000000,4581226.22300000,429307.66400000,4581203.08500000,429189.75000000,4581021.22300000,429212.66400000,4580998.08500000
"9304",430012.12000000,4581624.05000000,430011.94000000,4581610.88000000,429917.12000000,4581419.05000000,429916.94000000,4581405.88000000
"9305",429572.77000000,4581154.97000000,429572.63000000,4581141.72000000,429477.77000000,4580949.97000000,429477.63000000,4580936.72000000
"9306",429931.70000000,4581543.79000000,429943.23000000,4581543.78000000,429836.70000000,4581338.79000000,429848.23000000,4581338.78000000
"9307",429534.48000000,4581155.60000000,429534.62000000,4581142.46000000,429439.48000000,4580950.60000000,429439.62000000,4580937.46000000
"9308",429725.94000000,4581341.84000000,429725.75000000,4581330.35000000,429630.94000000,4581136.84000000,429630.75000000,4581125.35000000
"9309",429763.19000000,4581339.75000000,429763.10000000,4581329.84000000,429668.19000000,4581134.75000000,429668.10000000,4581124.84000000
"9310",429934.22900000,4581503.15500000,429924.72900000,4581503.48800000,429839.22900000,4581298.15500000,429829.72900000,4581298.48800000
"9311",430050.02000000,4581626.97000000,430049.88000000,4581606.95000000,429955.02000000,4581421.97000000,429954.88000000,4581401.95000000
"9312",430139.66000000,4581730.35000000,430127.98000000,4581718.85000000,430044.66000000,4581525.35000000,430032.98000000,4581513.85000000
"9313",429354.85400000,4580960.53000000,429370.97900000,4580960.65500000,429259.85400000,4580755.53000000,429275.97900000,4580755.65500000
"9314",429091.84700000,4581041.22500000,429108.07200000,4581025.42800000,428996.84700000,4580836.22500000,429013.07200000,4580820.42800000
"9316",429936.63000000,4581126.59000000,429923.60000000,4581126.83000000,429841.63000000,4580921.59000000,429828.60000000,4580921.83000000
"9317",429935.66000000,4581164.53000000,429924.21000000,4581164.66000000,429840.66000000,4580959.53000000,429829.21000000,4580959.66000000
"9319",430134.07000000,4581886.83000000,430151.34000000,4581869.34000000,430039.07000000,4581681.83000000,430056.34000000,4581664.34000000
"9320",430362.03100000,4580950.77000000,430344.25100000,4580950.43700000,430267.03100000,4580745.77000000,430249.25100000,4580745.43700000
"9321",430227.53400000,4580946.21800000,430208.07300000,4580944.63100000,430132.53400000,4580741.21800000,430113.07300000,4580739.63100000
"9322",430013.22900000,4580938.15500000,429996.14600000,4580938.32200000,429918.22900000,4580733.15500000,429901.14600000,4580733.32200000
"9323",429322.51400000,4580956.57900000,429295.99800000,4580956.82500000,429227.51400000,4580751.57900000,429200.99800000,4580751.82500000
"9324",430005.08000000,4581056.59000000,430004.89000000,4581040.30000000,429910.08000000,4580851.59000000,429909.89000000,4580835.30000000
"9325",430042.74000000,4581056.74000000,430042.62000000,4581043.68000000,429947.74000000,4580851.74000000,429947.62000000,4580838.68000000
"9326",430206.44000000,4581214.99000000,430219.56000000,4581214.90000000,430111.44000000,4581009.99000000,430124.56000000,4581009.90000000
"9327",430194.07500000,4581229.42500000,430194.16000000,4581237.08700000,430099.07500000,4581024.42500000,430099.16000000,4581032.08700000
"9328",429627.84000000,4581060.06000000,429628.19000000,4581046.84000000,429532.84000000,4580855.06000000,429533.19000000,4580841.84000000
"9329",429452.89000000,4581225.52000000,429466.09000000,4581225.24000000,429357.89000000,4581020.52000000,429371.09000000,4581020.24000000
"9330",429453.77000000,4581263.01000000,429465.20000000,4581263.01000000,429358.77000000,4581058.01000000,429370.20000000,4581058.01000000
"9331",429380.24100000,4581332.83100000,429410.22400000,4581302.18200000,429285.24100000,4581127.83100000,429315.22400000,4581097.18200000
"9332",429666.47000000,4581059.87000000,429666.38000000,4581046.70000000,429571.47000000,4580854.87000000,429571.38000000,4580841.70000000
"9333",430161.70000000,4581848.03000000,430158.98000000,4581823.87000000,430066.70000000,4581643.03000000,430063.98000000,4581618.87000000
"9334",429276.13000000,4581039.17000000,429261.37000000,4581039.13000000,429181.13000000,4580834.17000000,429166.37000000,4580834.13000000
"9335",429250.38900000,4581065.38300000,429250.14700000,4581051.79400000,429155.38900000,4580860.38300000,429155.14700000,4580846.79400000
"9336",429930.74000000,4581693.32000000,429943.79000000,4581692.92000000,429835.74000000,4581488.32000000,429848.79000000,4581487.92000000
"9337",429645.64000000,4581450.72000000,429657.03000000,4581450.68000000,429550.64000000,4581245.72000000,429562.03000000,4581245.68000000
"9338",429644.46000000,4581412.72000000,429657.47000000,4581412.60000000,429549.46000000,4581207.72000000,429562.47000000,4581207.60000000
"9339",429863.71000000,4581628.14000000,429863.40000000,4581613.49000000,429768.71000000,4581423.14000000,429768.40000000,4581408.49000000
"9340",429931.94000000,4581731.68000000,429943.34000000,4581731.33000000,429836.94000000,4581526.68000000,429848.34000000,4581526.33000000
"9341",430047.21000000,4581438.75000000,430047.00000000,4581420.68000000,429952.21000000,4581233.75000000,429952.00000000,4581215.68000000
"9342",429852.05000000,4581246.56200000,429851.99500000,4581242.42300000,429757.05000000,4581041.56200000,429756.99500000,4581037.42300000
"9343",429818.67000000,4581245.93000000,429818.65000000,4581237.67000000,429723.67000000,4581040.93000000,429723.65000000,4581032.67000000
"9344",430007.97900000,4581433.32200000,430008.14600000,4581420.07200000,429912.97900000,4581228.32200000,429913.14600000,4581215.07200000
"9345",429833.71000000,4581257.73000000,429845.13000000,4581257.50000000,429738.71000000,4581052.73000000,429750.13000000,4581052.50000000
"9346",429569.98300000,4581502.78700000,429592.30400000,4581479.15600000,429474.98300000,4581297.78700000,429497.30400000,4581274.15600000
"9347",429576.57300000,4581515.61500000,429603.66900000,4581488.07600000,429481.57300000,4581310.61500000,429508.66900000,4581283.07600000
"9348",429195.50000000,4581126.61500000,429215.84900000,4581105.84500000,429100.50000000,4580921.61500000,429120.84900000,4580900.84500000
"9349",430099.58600000,4581554.70700000,430113.49800000,4581540.51400000,430004.58600000,4581349.70700000,430018.49800000,4581335.51400000
"9350",430106.36000000,4581533.61000000,430081.67000000,4581558.36000000,430011.36000000,4581328.61000000,429986.67000000,4581353.36000000
"9351",430062.44000000,4581577.87000000,430068.07000000,4581572.08000000,429967.44000000,4581372.87000000,429973.07000000,4581367.08000000
"9352",429877.80800000,4581766.96600000,429861.87300000,4581783.03000000,429782.80800000,4581561.96600000,429766.87300000,4581578.03000000
"9353",429882.60000000,4581776.13000000,429889.56000000,4581769.06000000,429787.60000000,4581571.13000000,429794.56000000,4581564.06000000
"9354",429555.75000000,4580481.68000000,429574.16000000,4580490.78000000,429460.75000000,4580276.68000000,429479.16000000,4580285.78000000
"9356",430106.16100000,4580835.00300000,430100.60800000,4580813.68200000,430011.16100000,4580630.00300000,430005.60800000,4580608.68200000
"9357",430063.55200000,4580691.62300000,430058.90100000,4580676.05100000,429968.55200000,4580486.62300000,429963.90100000,4580471.05100000
"9358",429737.44300000,4580765.46400000,429724.16100000,4580729.27000000,429642.44300000,4580560.46400000,429629.16100000,4580524.27000000
"9359",429890.25600000,4580814.49500000,429892.81500000,4580805.21900000,429795.25600000,4580609.49500000,429797.81500000,4580600.21900000
"9360",430021.02000000,4580909.45000000,430017.50000000,4580897.05000000,429926.02000000,4580704.45000000,429922.50000000,4580692.05000000
"9361",430011.17800000,4580862.58000000,430016.65600000,4580882.93900000,429916.17800000,4580657.58000000,429921.65600000,4580677.93900000
"9362",429971.55000000,4580729.61000000,429976.19900000,4580747.23900000,429876.55000000,4580524.61000000,429881.19900000,4580542.23900000
"9363",429942.36400000,4580625.57200000,429937.32000000,4580604.58000000,429847.36400000,4580420.57200000,429842.32000000,4580399.58000000
"9364",429962.40000000,4580793.45000000,429980.31000000,4580788.23000000,429867.40000000,4580588.45000000,429885.31000000,4580583.23000000
"9365",429909.81000000,4580809.10000000,429923.93000000,4580804.75000000,429814.81000000,4580604.10000000,429828.93000000,4580599.75000000
"9366",430136.95800000,4580711.92500000,430155.09600000,4580704.30000000,430041.95800000,4580506.92500000,430060.09600000,4580499.30000000
"9367",429834.39600000,4580838.15500000,429851.14600000,4580833.32200000,429739.39600000,4580633.15500000,429756.14600000,4580628.32200000
"9368",429508.97000000,4580760.88000000,429508.76000000,4580770.35000000,429413.97000000,4580555.88000000,429413.76000000,4580565.35000000
"9369",429510.82000000,4580718.10000000,429509.22000000,4580733.37500000,429415.82000000,4580513.10000000,429414.22000000,4580528.37500000
"9370",429511.26000000,4580695.80000000,429511.76000000,4580673.85000000,429416.26000000,4580490.80000000,429416.76000000,4580468.85000000
"9371",429810.44400000,4580617.43600000,429794.22600000,4580616.78300000,429715.44400000,4580412.43600000,429699.22600000,4580411.78300000
"9373",429569.72000000,4580773.16000000,429569.77000000,4580763.11000000,429474.72000000,4580568.16000000,429474.77000000,4580558.11000000
"9374",429828.83800000,4580869.70500000,429842.21900000,4580882.83900000,429733.83800000,4580664.70500000,429747.21900000,4580677.83900000
"9375",430240.32200000,4580586.12200000,430254.41400000,4580580.68800000,430145.32200000,4580381.12200000,430159.41400000,4580375.68800000
"9376",430073.37200000,4580629.44100000,430092.26600000,4580624.06100000,429978.37200000,4580424.44100000,429997.26600000,4580419.06100000
"9377",430181.63000000,4580907.56000000,430174.09000000,4580881.10000000,430086.63000000,4580702.56000000,430079.09000000,4580676.10000000
"9379",430122.85000000,4580692.59000000,430127.13000000,4580707.53000000,430027.85000000,4580487.59000000,430032.13000000,4580502.53000000
"9380",430777.08000000,4580733.17000000,430767.00000000,4580708.12000000,430682.08000000,4580528.17000000,430672.00000000,4580503.12000000
"9381",430618.47900000,4580838.53000000,430633.85400000,4580857.78000000,430523.47900000,4580633.53000000,430538.85400000,4580652.78000000
"9382",430533.58000000,4580719.22000000,430548.96000000,4580738.54000000,430438.58000000,4580514.22000000,430453.96000000,4580533.54000000
"9383",430479.27000000,4580664.27800000,430490.91000000,4580678.87800000,430384.27000000,4580459.27800000,430395.91000000,4580473.87800000
"9384",430005.49800000,4580916.69900000,429982.32200000,4580917.00700000,429910.49800000,4580711.69900000,429887.32200000,4580712.00700000
"9385",429822.05500000,4580757.95200000,429830.84400000,4580752.56700000,429727.05500000,4580552.95200000,429735.84400000,4580547.56700000
"9386",429771.73500000,4580779.99500000,429787.55400000,4580770.12500000,429676.73500000,4580574.99500000,429692.55400000,4580565.12500000
"9387",429666.93000000,4580787.60000000,429626.96300000,4580785.39700000,429571.93000000,4580582.60000000,429531.96300000,4580580.39700000
"9388",430049.31800000,4580910.96900000,430036.93600000,4580910.20000000,429954.31800000,4580705.96900000,429941.93600000,4580705.20000000
"9390",429526.96500000,4580915.82000000,429545.52600000,4580915.64800000,429431.96500000,4580710.82000000,429450.52600000,4580710.64800000
"9391",430084.63900000,4580907.10600000,430099.21800000,4580906.52800000,429989.63900000,4580702.10600000,430004.21800000,4580701.52800000
"9392",430157.55200000,4580905.98600000,430145.63200000,4580907.42300000,430062.55200000,4580700.98600000,430050.63200000,4580702.42300000
"9393",430787.67000000,4580661.64000000,430763.02000000,4580671.54000000,430692.67000000,4580456.64000000,430668.02000000,4580466.54000000
"9395",430286.40800000,4580777.26400000,430292.28300000,4580788.88900000,430191.40800000,4580572.26400000,430197.28300000,4580583.88900000
"9396",430215.40700000,4580615.96500000,430219.08200000,4580630.95700000,430120.40700000,4580410.96500000,430124.08200000,4580425.95700000
"9397",430989.68500000,4580802.35300000,430992.85700000,4580810.72100000,430894.68500000,4580597.35300000,430897.85700000,4580605.72100000
