STREET_ID,STREET_TYPE,OFFICIAL_NAME,SHORT_NAME
102,C,Carrer dels Llebrencs,Llebrencs
180,C,Carrer A Zona Franca,A
204,C,Carrer de Guerau de Liost,Guerau de Liost
306,C,Carrer de l'Abat Odó,Abat Odó
408,C,Carrer de l'Abat Samsó,Abat Samsó
500,C,Carrer de l'Abat Safont,Abat Safont
601,C,Carrer de l'Abadessa Olzet,Abadessa Olzet
703,C,Carrer dels Abaixadors,Abaixadors
805,C,Carrer d'Abd el Kader,Abd el Kader
907,C,Carrer d'Abdó Terradas,Abdó Terradas
1003,C,Carrer d'Abella,Abella
1105,C,Carrer de Manuel Ballbé,Manuel Ballbé
1309,C,Carrer de les Acàcies,Acàcies
1400,Pl,Plaça de l'Acadèmia,Pl Acadèmia
1502,C,Carrer de la Sèquia,Sèquia
1604,C,Carrer de la Sèquia Comtal,Sèquia Comtal
1706,C,Carrer de la Sèquia Madriguera,Sèquia Madriguera
1808,C,Carrer de l'Acer,Acer
1900,C,Carrer de l'Actor Morano,Actor Morano
2006,C,Carrer de l'Actriu Tubau,Actriu Tubau
2050,C,Carrer d'Adolf Florensa,Adolf Florensa
2200,C,Carrer d'Adrall,Adrall
2210,Av,Avinguda d'Adrià Gual,Av Adrià Gual
2403,C,Carrer d'Adrià Margarit,Adrià Margarit
2505,Pl,Plaça d'Adrià,Pl Adrià
2607,C,Carrer de la Duana,Duana
2709,C,Carrer dels Afores,Afores
2800,C,Carrer d'Àger,Àger
2902,C,Carrer de n'Aglà,Aglà
3009,C,Carrer d'Agramunt,Agramunt
3100,C,Carrer de l'Agregació,Agregació
3202,C,Carrer d'Anna M Martínez Sagi,Anna Martínez Sagi
3406,C,Carrer de l'Agricultura,Agricultura
3508,Ctra,Carretera de les Aigües,Ctra Aigües
3552,Camí,Camí de les Aigües,Camí Aigües
3600,C,Carrer dels Agudells,Agudells
3701,C,Carrer de les Agudes,Agudes
3803,C,Carrer de l'Àliga,Àliga
3905,C,Carrer d'Aguilar,Aguilar
4001,C,Carrer d'Agullana,Agullana
4103,C,Carrer dels Agullers,Agullers
4125,C,Carrer d'Agustí Duran i Sanpere,A Duran Sanpere
4205,C,Carrer d'Agustí i Milà,Agustí i Milà
4307,C,Carrer d'Agustina Saragossa,Agustina Saragossa
4409,C,Carrer d'Aiguablava,Aiguablava
4500,C,Carrer d'Aiguafreda,Aiguafreda
4602,C,Carrer d'Aigüesmortes,Aigüesmortes
4908,C,Carrer d'Àlaba,Àlaba
5004,C,Carrer de l'Alba,Alba
5106,C,Carrer d'Albacete,Albacete
5208,C,Carrer d'Albània,Albània
5401,C,Carrer d'Albareda,Albareda
5503,C,Carrer d'Ourense,Ourense
5707,C,Carrer d'Albert Llanas,Albert Llanas
5809,Ptge,Passatge d'Albert Pinyol,Ptge Albert Pinyol
6109,C,Carrer dels Albigesos,Albigesos
6302,C,Carrer d'Alcalá de Guadaira,Alcalá de Guadaira
6404,Pl,Plaça de l'Alcalde Baró de Viver,Pl Alc Baró Viver
6506,C,Carrer de l'Alcalde Miralles,Alcalde Miralles
6608,C,Carrer de l'Alcalde de Móstoles,Alcalde Móstoles
6641,Vial,Vial de l'Alcalde Porcioles,Vial Alcalde Porci
6700,C,Carrer de l'Alcalde de Móstoles P E,Alc Móstoles P E
6801,C,Carrer de l'Alcalde de Zalamea,Alcalde de Zalamea
6845,C,Carrer de l'Alcalde de Zalamea P E,Alc Zalamea P E
7000,C,Carrer d'Alcamo,Alcamo
7101,C,Carrer d'Alcanar,Alcanar
7203,C,Carrer d'Alcántara,Alcántara
7258,C,Carrer de Martí i Franquès,Martí i Franquès
7305,Av,Avinguda de l'Exèrcit,Av Exèrcit
7407,C,Carrer d'Alcolea,Alcolea
7509,C,Carrer d'Alcoi,Alcoi
7600,C,Carrer d'Alcúdia,Alcúdia
7702,C,Carrer d'Aldana,Aldana
7804,C,Carrer de l'Aldea,Aldea
7906,C,Carrer de Ca l'Alegre de Dalt,Ca l'Alegre Dalt
8079,C,Carrer de la Malva,Malva
8104,C,Carrer d'Alexandre de Torrelles,A Torrelles
8206,C,Carrer d'Alella,Alella
8308,C,Carrer de l'Alfambra,Alfambra
8400,C,Carrer d'Alfarràs,Alfarràs
8501,C,Carrer d'Alfons XII,Alfons XII
8603,C,Carrer de Costa i Cuxart,Costa i Cuxart
8705,C,Carrer d'Alfons el Magnànim,Alfons el Magnànim
8807,Pl,Plaça d'Alfons el Savi,Pl Alfons el Savi
8909,C,Carrer dels Algarves,Algarves
9005,C,Carrer de l'Alguer,Alguer
9071,Ptge,Passatge del Violer,Ptge Violer
9107,C,Carrer d'Alhucemas,Alhucemas
9209,C,Carrer d'Alí Bei,Alí Bei
9300,Ptge,Passatge d'Alí Bei,Ptge Alí Bei
9402,C,Carrer d'Alacant,Alacant
9457,C,Carrer d'Alighieri,Alighieri
9606,Ptge,Passatge d'Alió,Ptge Alió
9708,C,Carrer dels Magatzems,Magatzems
9800,C,Carrer d'Almagro,Almagro
9901,C,Carrer d'Almansa,Almansa
10004,Cro,Carreró de les Ànimes,Cro Ànimes
10106,C,Carrer d'Almassora,Almassora
10208,C,Carrer d'Almenara Alta,Almenara Alta
10300,C,Carrer dels Ametllers,Ametllers
10401,Ptge,Passatge dels Ametllers,Ptge Ametllers
10503,C,Carrer d'Almeria,Almeria
10707,C,Carrer de l'Almirall Aixada,Almirall Aixada
10809,C,Carrer de l'Almirall Barceló,Almirall Barceló
10900,C,Carrer de l'Almirall Cervera,Almirall Cervera
10955,C,Carrer de l'Almirall Okendo,Almirall Okendo
11007,C,Carrer de l'Almirall Pròixida,Almirall Pròixida
11109,C,Carrer de l'Almirall Churruca,Almirall Churruca
11200,C,Carrer dels Almogàvers,Almogàvers
11302,C,Carrer d'Alonso Cano,Alonso Cano
11404,Ptge,Passatge d'Aloi,Ptge Aloi
11506,C,Carrer d'Alpens,Alpens
11583,C,Carrer d'Alsàcia,Alsàcia
11608,C,Carrer de n'Alsina,Alsina
11732,Ptge,Passatge Alt del Turó,Ptge Alt del Turó
11776,C,Carrer Alt,Alt
11801,Pl,Plaça Alta de Can Clos,Pl Alta Can Clos
11903,C,Carrer Alt de Gironella,Alt de Gironella
12000,C,Carrer Alt de Mariner,Alt de Mariner
12101,Ptge,Passatge Alt de Mariner,Ptge Alt Mariner
12203,C,Carrer Alt de Pedrell,Alt de Pedrell
12305,Ctra,Carretera Alta de les Roquetes,Ctra Alta Roquetes
12407,C,Carrer de Sant Pere Més Alt,Sant Pere Més Alt
12509,C,Carrer d'Altafulla,Altafulla
12600,C,Carrer dels Alts Forns,Alts Forns
12702,C,Carrer de l'Alumini,Alumini
12804,C,Carrer d'Alvarado,Alvarado
12859,Pg,Passeig de l'Agrícola,Pg Agrícola
12906,C,Carrer d'Allada-Vermell,Allada-Vermell
13002,C,Carrer d'Alloza,Alloza
13104,C,Carrer d'Amadeu Vives,Amadeu Vives
13308,C,Carrer de la Rosella,Rosella
13400,C,Carrer de n'Amargós,Amargós
13501,C,Carrer de l'Amargor,Amargor
13603,C,Carrer d'Amer,Amer
13705,C,Carrer d'Amèrica,Amèrica
13807,Pl,Plaça d'Amich,Pl Amich
13909,C,Carrer d'Amigó,Amigó
14005,C,Carrer dels Amics,Amics
14107,C,Carrer d'Amílcar,Amílcar
14209,C,Carrer de l'Amistat,Amistat
14300,C,Carrer de l'Amor,Amor
14402,C,Carrer de Joan Obiols,Joan Obiols
14504,C,Carrer d'Amposta,Amposta
14606,C,Carrer de l'Empordà,Empordà
14708,C,Carrer d'Empúries,Empúries
14800,C,Carrer d'Anna Piferrer,Anna Piferrer
14821,Pg,Passeig d'Anna Rúbies,Pg Anna Rúbies
14901,Ptge,Passatge d'Andalet,Ptge Andalet
15008,C,Carrer d'Andalusia,Andalusia
15052,C,Carrer de l'Andana de l'Estació,Andana Estació
15100,C,Carrer d'Andorra,Andorra
15201,C,Carrer d'Andrade,Andrade
15303,C,Carrer d'Andratx,Andratx
15405,C,Carrer d'Andrea Dòria,Andrea Dòria
15507,C,Carrer d'Andreu Febrer,Andreu Febrer
15700,Ptge,Passatge d'Andreví,Ptge Andreví
15755,C,Carrer d'Andròmeda,Andròmeda
15802,C,Carrer d'Aneto,Aneto
15904,C,Carrer de l'Àngel,Àngel
15959,Pas,Pas de l'Àngel,Pas Àngel
16000,Pl,Plaça de l'Àngel,Pl Àngel
16102,C,Carrer d'Àngel J. Baixeras,Àngel J. Baixeras
16204,C,Carrer d'Àngel Guimerà,Àngel Guimerà
16306,C,Carrer d'Àngel Marquès,Àngel Marquès
16350,Pl,Plaça d'Àngel Pestaña,Pl Àngel Pestaña
16408,C,Carrer dels Àngels,Àngels
16500,Camí,Camí dels Àngels,Camí Àngels
16601,Pl,Plaça dels Àngels,Pl Àngels
16703,C,Carrer d'Anglesola,Anglesola
16805,Ptge,Passatge d'Anglesola,Ptge Anglesola
16907,C,Carrer d'Anglí,Anglí
17105,C,Carrer d'Anníbal,Anníbal
17309,C,Carrer de l'Anisadeta,Anisadeta
17320,C,Carrer d'Anselm Turmeda,Anselm Turmeda
17400,C,Carrer d'Antequera,Antequera
17433,C,Carrer Antic de Bofarull,Antic de Bofarull
17466,Ctra,Carretera Antiga d'Horta,Ctra Antiga Horta
17502,C,Carrer Antic de Sant Joan,Antic de Sant Joan
17557,C,Carrer Antic del Guinardó,Antic del Guinardó
17568,Ptge,Passatge Antic de València,Ptge Antic Valènci
17579,Camí,Camí Antic de València,Camí a València
17604,C,Carrer de les Antilles,Antilles
17706,C,Carrer d'Antoni de Capmany,Antoni de Capmany
17808,C,Carrer d'Antoni Costa,Antoni Costa
17900,Ptge,Passatge d'Antoni Gassol,Ptge Antoni Gassol
18006,Pl,Plaça d'Antonio López,Pl Antonio López
18200,Pl,Plaça d'Antoni Maura,Pl Antoni Maura
18254,C,Carrer d'Antonio Machado,Antonio Machado
18301,C,Carrer de Francesc Bolòs,Francesc Bolòs
18403,C,Carrer d'Antonio Ricardos,Antonio Ricardos
18505,C,Carrer d'Aragó,Aragó
18607,Ptge,Passatge d'Aragó,Ptge Aragó
18709,Pl,Plaça Aragonesa P E,Pl Aragonesa P E
18800,C,Carrer de n'Arai,Arai
18902,C,Carrer d'Arbeca,Arbeca
19100,C,Carrer d'Arbós,Arbós
19202,C,Carrer d'Arbúcies,Arbúcies
19257,Ptge,Passatge d'Arcadia,Ptge Arcadia
19406,C,Carrer de la Volta d'en Bufanalla,Volta Bufanalla
19508,C,Carrer de la Volta d'en Colomines,Volta Colomines
19600,C,Carrer de la Volta d'en Dusai,Volta d'en Dusai
19701,C,Carrer de l'Arc de Sant Martí,Arc de Sant Martí
19803,Ptge,Passatge de l'Arc de Sant Martí,Ptge Arc S Martí
19905,C,Carrer de la Volta dels Jueus,Volta dels Jueus
20008,C,Carrer de l'Arc del Mercat,Arc del Mercat
20100,C,Carrer de la Volta de la Perdiu,Volta de la Perdiu
20201,C,Carrer de la Volta del Remei,Volta del Remei
20303,C,Carrer de l'Arc de Sant Agustí,Arc de Sant Agusti
20405,C,Carrer de l'Arc de Sant Cristòfol,Arc Sant Cristòfol
20507,C,Carrer de l'Arc de Sant Onofre,Arc de Sant Onofre
20609,C,Carrer de l'Arc de Sant Pau,Arc de Sant Pau
20700,C,Carrer de l'Arc de Sant Ramon del Call,Arc S Ramon Call
20802,C,Carrer de l'Arc de Sant Sever,Arc de Sant Sever
20904,C,Carrer de l'Arc de Sant Silvestre,Arc Sant Silvestre
21000,C,Carrer de l'Arc de Sant Vicenç,Arc de Sant Vicenç
21102,C,Carrer de l'Arc de Santa Eulàlia,Arc Santa Eulàlia
21204,C,Carrer de la Volta dels Tamborets,Volta Tamborets
21306,C,Carrer de l'Arc del Teatre,Arc del Teatre
21408,C,Carrer de los Arcos P E,Arcos P E
21601,C,Carrer dels Arcs,Arcs
21703,C,Carrer d'Ardena,Ardena
21805,C,Carrer d'Ardèvol,Ardèvol
21907,C,Carrer de l'Esquirol Volador,Esquirol Volador
22207,C,Carrer de les Arenes dels Canvis,Arenes dels Canvis
22309,C,Carrer de les Arenes de Sant Pere,Arenes Sant Pere
22400,C,Carrer d'Arenys,Arenys
22502,Ptge,Passatge d'Arenys,Ptge Arenys
22604,C,Carrer dels Argensola,Argensola
22615,C,Carrer del Castell d'Argençola,Castell Argençola
22706,C,Carrer de l'Argenter,Argenter
22808,C,Carrer de l'Argentera,Argentera
22852,Pg,Passeig de l'Argentinita,Pg Argentinita
22900,C,Carrer d'Argentona,Argentona
23108,C,Carrer d'Argimon,Argimon
23200,C,Carrer d'Argullós,Argullós
23301,Ptge,Passatge d'Argullós,Ptge Argullós
23403,C,Carrer d'Aribau,Aribau
23505,C,Carrer d'Arimon,Arimon
23607,C,Carrer d'Ariosto,Ariosto
23709,C,Carrer dels Arítjols,Arítjols
23800,C,Carrer d'Arizala,Arizala
23902,C,Carrer d'Arlet,Arlet
23980,Pl,Plaça de l'Armada,Pl Armada
24009,C,Carrer d'Armengol,Armengol
24100,C,Carrer de l'Harmonia,Harmonia
24304,C,Carrer d'Arnau d'Oms,Arnau d'Oms
24406,C,Carrer d'Arnau,Arnau
24508,C,Carrer d'Arnau Bargués,Arnau Bargués
24600,C,Carrer d'Arnes,Arnes
24701,C,Carrer d'Arnús i de Garí,Arnús i de Garí
24803,C,Carrer de la Vall d'Aro,Vall d'Aro
24905,C,Carrer de n'Aroles,Aroles
25001,C,Carrer d'Arquímedes,Arquímedes
25103,C,Carrer d'August Font,August Font
25205,C,Carrer de l'Arquitecte Martorell,Arq Martorell
25307,C,Carrer de l'Arquitecte Mas,Arquitecte Mas
25409,Ptge,Passatge de l'Arquitecte Millàs,Ptge Arq Millàs
25500,C,Carrer de l'Arquitectura,Arquitectura
25602,C,Carrer de l'Escull,Escull
25704,C,Carrer de les Penedides,Penedides
25806,Ptge,Passatge d'Arriassa,Ptge Arriassa
25908,Pl,Plaça dels Traginers,Pl Traginers
26106,C,Carrer d'Artà,Artà
26208,C,Carrer de l'Art,Art
26300,Ptge,Passatge d'Artemis,Ptge Artemis
26456,C,Carrer d'Artés,Artés
26503,C,Carrer d'Artesa de Segre,Artesa de Segre
26605,C,Carrer de l'Artesania,Artesania
26707,Pl,Plaça d'Artós,Pl Artós
26809,C,Carrer d'Ascó,Ascó
26900,C,Carrer dels Ases,Ases
27007,C,Carrer dels Assaonadors,Assaonadors
27051,Pl,Plaça de l'Assemblea de Catalunya,Pl Assemblea Catal
27109,C,Carrer de la Drassana,Drassana
27302,C,Carrer d'Astúries,Astúries
27357,Ptge,Passatge de la Talaia,Ptge Talaia
27404,Drec,Drecera de Vallvidrera,Drec Vallvidrera
27506,C,Carrer d'Ataülf,Ataülf
27608,C,Carrer d'Atenes,Atenes
27700,C,Carrer de l'Atlàntida,Atlàntida
27754,Ptge,Passatge de l'Àtom,Ptge Àtom
27801,C,Carrer dels Ocells,Ocells
27903,C,Carrer d'Auger,Auger
28000,Via,Via Augusta,Via Augusta
28101,C,Carrer d'Aulèstia i Pijoan,Aulèstia i Pijoan
28203,C,Carrer de l'Aurora,Aurora
28305,C,Carrer d'Ausiàs Marc,Ausiàs Marc
28407,C,Carrer d'Ausona,Ausona
28509,C,Carrer de l'Ave Maria,Ave Maria
28600,C,Carrer dels Avellà,Avellà
28702,C,Carrer de l'Aviació,Aviació
28804,C,Carrer de l'Aviador Duran,Aviador Duran
28906,C,Carrer de l'Aviador Franco,Aviador Franco
29002,C,Carrer de l'Aviador Ruíz de Alda,Aviador Ruíz Alda
29104,C,Carrer de Jiménez i Iglesias,Jiménez i Iglesias
29206,C,Carrer d'Àvila,Àvila
29308,C,Carrer d'Avinyonet,Avinyonet
29400,C,Carrer d'Avinyó,Avinyó
29501,C,Carrer de l'Avió Plus Ultra,Avió Plus Ultra
29603,Ptge,Passatge d'Aymà,Ptge Aymà
29705,C,Carrer de l'Ajuntament,Ajuntament
29716,E.A.,Casa de la Ciutat Ajuntament Barcelona,E.A. Ajt Barcelona
29807,C,Carrer de les Açores,Açores
29953,Pl,Plaça d'Otero Pedrayo,Pl Otero Pedrayo
30089,C,Carrer B Zona Franca,B
30103,C,Carrer de Bacardí,Bacardí
30205,Ptge,Passatge de Bacardí,Ptge Bacardí
30307,Pl,Plaça de Bacardí,Pl Bacardí
30409,C,Carrer de Bac de Roda,Bac de Roda
30500,C,Carrer de Badajoz,Badajoz
30602,Rbla,Rambla de Badal,Rbla Badal
30704,Ptge,Passatge de Badal,Ptge Badal
30806,C,Carrer de Badalona,Badalona
30908,C,Carrer de Badia,Badia
31004,C,Carrer de Badosa,Badosa
31208,C,Carrer de Begur,Begur
31300,C,Carrer de Bailèn,Bailèn
31401,Ptge,Passatge Baix del Turó,Ptge Baix del Turó
31605,C,Carrer Baix de Mariner,Baix de Mariner
31707,C,Carrer de Sant Pere Més Baix,Sant Pere Més Baix
31900,C,Carrer de Balboa,Balboa
32007,C,Carrer de Balcells,Balcells
32051,C,Carrer de Baldiri Reixac,Baldiri Reixac
32109,C,Carrer de Baldomer Girona,Baldomer Girona
32200,C,Carrer de les Balears,Balears
32302,C,Carrer de Balenyà,Balenyà
32404,C,Carrer de Baliarda,Baliarda
32506,Ptge,Passatge de Baliarda,Ptge Baliarda
32608,C,Carrer de Balira,Balira
32700,C,Carrer de Balmes,Balmes
32903,C,Carrer del Voló,Voló
33000,C,Carrer de Balsareny,Balsareny
33101,C,Carrer de les Basses de Sant Pere,Basses Sant Pere
33203,C,Carrer de Baltasar Gracián,Baltasar Gracián
33258,C,Carrer de Baltasar Samper,Baltasar Samper
33305,C,Carrer del Baluard,Baluard
33350,C,Carrer de Ballot,Ballot
33509,C,Carrer de Ballester,Ballester
33702,Ptge,Passatge de la Banca,Ptge Banca
33804,C,Carrer de Banyoles,Banyoles
34002,C,Carrer dels Banys Nous,Banys Nous
34104,C,Carrer dels Banys Vells,Banys Vells
34308,C,Carrer la Rambla,Rambla
34400,Via,Via de Bàrcino,Via Bàrcino
34603,C,Carrer de Barnola,Barnola
34705,Ptge,Passatge de Barnola,Ptge Barnola
34807,C,Carrer del Baró de la Barre,Baró de la Barre
35005,C,Carrer del Baró d'Esponellà,Baró d'Esponellà
35107,Ptge,Passatge del Baró de Griñó,Ptge Baró de Griñó
35209,C,Carrer del Baró de Sant Lluís,Baró de Sant Lluís
35253,Gru,Grup Baron de Viver,Gru Baron Viver
35300,C,Carrer de la Barra de Ferro,Barra de Ferro
35606,C,Carrer del Barri Vermell,Barri Vermell
35741,Bar,Barriada Pekin,Bar Pekin
35800,C,Carrer de Bartrina,Bartrina
35901,C,Carrer de Basea,Basea
36008,C,Carrer de Bassella,Bassella
36100,C,Carrer de Bassegoda,Bassegoda
36201,C,Carrer de Bassols,Bassols
36405,C,Carrer de Batet,Batet
36507,C,Carrer de Batista,Batista
36609,Ptge,Passatge de Batlló,Ptge Batlló
36700,C,Carrer de Batllori,Batllori
36755,C,Carrer de la Colònia Bausili,Colònia Bausili
36802,C,Carrer de les Beates,Beates
36904,Pl,Plaça de les Beates,Pl Beates
37000,C,Carrer del Beat Almató,Beat Almató
37102,C,Carrer del Pare Miquel de Sarrià,Pare Miquel Sarrià
37204,C,Carrer del Beat Simó,Beat Simó
37306,C,Carrer de Beatriu,Beatriu
37350,Av,Avinguda de J. V. Foix,Av J. V. Foix
37408,C,Carrer de Beethoven,Beethoven
37500,C,Carrer de la Begònia,Begònia
37601,C,Carrer de Béjar,Béjar
37703,C,Carrer de Betlem,Betlem
37725,T,Torrent de Betlem,T Betlem
37907,C,Carrer de Bellafila,Bellafila
37951,Pl,Plaça de Bellavista,Pl Bellavista
37973,Ptge,Passatge de Bellavista,Ptge Bellavista
37984,Camí,Camí de Bellavista,Camí Bellavista
38003,C,Carrer de Bellcaire,Bellcaire
38105,C,Carrer de Bellesguard,Bellesguard
38309,C,Carrer de Bellmunt,Bellmunt
38400,C,Carrer de Bellprat,Bellprat
38502,C,Carrer de Bellver,Bellver
38604,C,Carrer de Benavent,Benavent
38706,C,Carrer de Benedetti,Benedetti
38808,Pl,Plaça de Benet XV,Pl Benet XV
38900,C,Carrer de Benet Mateu,Benet Mateu
39006,C,Carrer de Benevent,Benevent
39108,C,Carrer de Benet Mercadé,Benet Mercadé
39301,C,Carrer de Benlliure,Benlliure
39505,Pl,Plaça de Ramon Berenguer el Gran,Pl Berenguer Gran
39607,C,Carrer de Berenguer Mallol,Berenguer Mallol
39709,C,Carrer de Berenguer de Palou,Berenguer de Palou
39800,C,Carrer de Ramon Berenguer el Vell,R Berenguer Vell
39902,C,Carrer de Beret,Beret
40005,C,Carrer de Berga,Berga
40107,C,Carrer de Berguedà,Berguedà
40209,C,Carrer de Bergnes de las Casas,Bergnes Casas
40300,C,Carrer de Berlín,Berlín
40402,C,Carrer del Berlinès,Berlinès
40504,C,Carrer de Bermejo,Bermejo
40606,C,Carrer de Berna,Berna
40708,Ptge,Passatge de Bernardí Martorell,Ptge B Martorell
40800,C,Carrer de Bernat Bransi,Bernat Bransi
40901,C,Carrer de Bernat Martorell,Bernat Martorell
41008,C,Carrer de Bernat Desclot,Bernat Desclot
41052,Ptge,Passatge de Bernat Fenollar,Ptge B Fenollar
41100,C,Carrer de Bernat Metge,Bernat Metge
41201,C,Carrer de Berruguete,Berruguete
41303,C,Carrer de Bertran,Bertran
41405,C,Carrer de Bertrand i Serra,Bertrand i Serra
41507,C,Carrer de Besalú,Besalú
41700,C,Carrer del Besòs,Besòs
41802,C,Carrer de Betània,Betània
41904,C,Carrer de Béthencourt,Béthencourt
42000,C,Carrer de Besiers,Besiers
42204,C,Carrer de Bigai,Bigai
42259,Ptge,Passatge de Bigai,Ptge Bigai
42306,C,Carrer de Bilbao,Bilbao
42408,C,Carrer de Biosca,Biosca
42500,C,Carrer de la Bisbal,Bisbal
42601,C,Carrer de Bismarck,Bismarck
42703,Ptge,Passatge de Bismarck,Ptge Bismarck
42758,Ptge,Passatge de la Blada,Ptge Blada
42805,Rier,Riera Blanca Sarrià,Rier Blanca Sarrià
43003,C,Carrer d'en Blanco,Blanco
43058,Bda,Baixada de Blanes,Bda Blanes
43105,C,Carrer de la Blanqueria,Blanqueria
43207,C,Carrer de Blasco de Garay,Blasco de Garay
43309,Pl,Plaça del Sortidor,Pl Sortidor
43400,C,Carrer de Blai,Blai
43502,C,Carrer de Blesa,Blesa
43604,C,Carrer de Boada,Boada
43706,C,Carrer de la Bòbila,Bòbila
43808,Ptge,Passatge de Bocabella,Ptge Bocabella
43900,C,Carrer dels Bofarull,Bofarull
44006,Ptge,Passatge de Bofarull,Ptge Bofarull
44108,Ptge,Passatge de Bofill,Ptge Bofill
44200,Av,Avinguda del Bogatell,Av Bogatell
44221,C,Carrer dels Bohemis,Bohemis
44301,C,Carrer de Bolívar,Bolívar
44403,C,Carrer de Bolívia,Bolívia
44505,C,Carrer d'en Boltres,Boltres
44607,C,Carrer del Bonaire,Bonaire
44709,Pg,Passeig de la Bonanova,Pg Bonanova
44800,Pl,Plaça de la Bonanova,Pl Bonanova
44902,C,Carrer de Bonaplata,Bonaplata
45100,Ptge,Passatge de Boné,Ptge Boné
45202,C,Carrer de Bonsoms,Bonsoms
45304,C,Carrer de Bonveí,Bonveí
45406,C,Carrer d'en Boquer,Boquer
45508,C,Carrer de la Boqueria,Boqueria
45600,Pla,Pla de la Boqueria,Pla Boqueria
45701,Av,Avinguda de Borbó,Av Borbó
45803,Ctra,Carretera de la Bordeta,Ctra Bordeta
45905,C,Carrer de Bordils,Bordils
45950,C,Carrer de Borgonya,Borgonya
46001,Ptge,Passatge de Bori,Ptge Bori
46103,C,Carrer de Bori i Fontestà,Bori i Fontestà
46205,C,Carrer de la Bòria,Bòria
46307,C,Carrer de les Borges Blanques,Borges Blanques
46409,Pg,Passeig del Born,Pg Born
46602,C,Carrer de Borràs,Borràs
46704,Pl,Plaça de Borràs,Pl Borràs
47004,Ptge,Passatge de Borrell,Ptge Borrell
47208,C,Carrer de Bosch,Bosch
47300,C,Carrer de Bosch i Alsina,Bosch i Alsina
47401,Ptge,Passatge de Bosch i Labrús,Ptge Bosch Labrús
47503,C,Carrer del Bosc,Bosc
47558,Pl,Plaça de Boston,Pl Boston
47605,C,Carrer d'en Bot,Bot
47707,C,Carrer d'en Botella,Botella
47809,C,Carrer dels Boters,Boters
48109,C,Carrer del Bou de Sant Pere,Bou de Sant Pere
48153,Gal,Galeria Boulevard Rosa,Gal Boulevard Rosa
48200,C,Carrer de Bragança,Bragança
48404,Rbla,Rambla del Brasil,Rbla Brasil
48608,C,Carrer de Breda,Breda
48700,C,Carrer de Bretón de los Herreros,Bretón Herreros
48765,C,Carrer del Violer,Violer
48801,C,Carrer de Briquets,Briquets
48903,Bda,Baixada de Briz,Bda Briz
49101,C,Carrer dels Brocaters,Brocaters
49203,C,Carrer del Bronze,Bronze
49305,C,Carrer de Brossa,Brossa
49407,C,Carrer del Brosolí,Brosolí
49509,C,Carrer del Bruc,Bruc
49600,Pl,Plaça de Brugada,Pl Brugada
49702,C,Carrer de Bruguera,Bruguera
49757,C,Carrer del Brull,Brull
50009,C,Carrer de Bruniquer,Bruniquer
50100,C,Carrer de Brussel.les,Brussel.les
50202,C,Carrer de Brusi,Brusi
50304,C,Carrer de Gabriel Ferrater,Gabriel Ferrater
50508,Trvs,Travessia del Buenaire P E,Trvs Buenaire P E
50600,C,Carrer del Bon Pastor,Bon Pastor
50803,C,Carrer de Buenaventura Muñoz,Buenaventura Muñoz
50905,C,Carrer de Ventura Plaja,Ventura Plaja
51001,C,Carrer de Bonaventura Pollés,Bonaventura Pollés
51103,C,Carrer de Bonavista,Bonavista
51169,Ptge,Passatge de Bonavista,Ptge Bonavista
51205,C,Carrer de Buenos Aires,Buenos Aires
51307,C,Carrer del Bonsuccés,Bonsuccés
51409,Pl,Plaça del Bonsuccés,Pl Bonsuccés
51500,C,Carrer de Buïgas,Buïgas
51602,C,Carrer de les Bulas P E,Bulas P E
51704,C,Carrer de Bunyola,Bunyola
51806,C,Carrer de Bordeus,Bordeus
51908,C,Carrer de Burgos,Burgos
52004,C,Carrer de Borriana,Borriana
52106,Ptge,Passatge de Burrull,Ptge Burrull
52208,C,Carrer de Buscarons,Buscarons
52401,C,Carrer de Buxó,Buxó
52423,C,Carrer C Zona Franca,C
52503,Pl,Plaça de Caba,Pl Caba
52605,C,Carrer de Caballero,Caballero
52707,C,Carrer dels Cavallers,Cavallers
52809,C,Carrer de los Caballeros P E,Caballeros P E
52900,C,Carrer de Cabanes,Cabanes
53007,C,Carrer del Cabanyal,Cabanyal
53109,C,Carrer de Cabestany,Cabestany
53200,C,Carrer de les Cabres,Cabres
53302,C,Carrer de Cabrera,Cabrera
53506,C,Carrer de Càceres,Càceres
53608,C,Carrer de Cadaqués,Cadaqués
53801,Camí,Camí de la Cadena,Camí Cadena
54000,C,Carrer del Cadí,Cadí
54101,C,Carrer de Cadis,Cadis
54305,C,Carrer de Queixans,Queixans
54407,C,Carrer del Caire,Caire
54451,Ptge,Passatge de la Caixa d'Estalvis,Ptge Caixa Estalv
54509,C,Carrer de Calàbria,Calàbria
54600,C,Carrer de Calaf,Calaf
54702,Ptge,Passatge de Calafell,Ptge Calafell
54804,C,Carrer de les Calàndries,Calàndries
54906,C,Carrer de Calatrava,Calatrava
55002,C,Carrer de Calderón de la Barca,Calderón Barca
55104,C,Carrer de Calders,Calders
55206,C,Carrer de Calella,Calella
55308,C,Carrer de Calendau,Calendau
55501,Pg,Passeig de Calvell,Pg Calvell
55603,C,Carrer de Calvet,Calvet
55705,Pl,Plaça de Calvó,Pl Calvó
55807,Pl,Plaça de Francesc Macià,Pl Francesc Macià
55909,C,Carrer del Call,Call
56005,C,Carrer del Callao,Callao
56107,C,Carrer de Càller,Càller
