STREET_ID,STREET_TYPE,OFFICIAL_NAME,SHORT_NAME
129007,Ptge,Passatge de Font,Ptge Font
129459,C,Carrer de la Font Honrada,Font Honrada
129700,T,Torrent de la Font d'en Magués,T Font d'en Magués
129743,Ptge,Passatge de la Font del Mont,Ptge Font del Mont
129754,C,Carrer de la Font del Mont,Font del Mont
129765,T,Torrent de la Font del Mont,T Font del Mont
129878,Parc,Parc de la Font del Racó,Parc Font del Racó
129903,Pl,Plaça de Font i Sagué,Pl Font i Sagué
130006,C,Carrer d'en Fontrodona,Fontrodona
130108,C,Carrer de Font-rúbia,Font-rúbia
130200,Camí,Camí de la Font-Trobada,Camí Font-Trobada
130403,C,Carrer de Fontanella,Fontanella
130505,Ptge,Passatge de Fontanelles,Ptge Fontanelles
130607,C,Carrer dels Fontanet,Fontanet
130709,C,Carrer de Fontcoberta,Fontcoberta
130800,C,Carrer de Fonteta,Fonteta
131009,C,Carrer de Fontova,Fontova
131100,C,Carrer de la Foradada,Foradada
131202,Ptge,Passatge de Forasté,Ptge Forasté
131304,Ptge,Passatge de Foret,Ptge Foret
131508,C,Carrer de la Formatgeria,Formatgeria
131600,C,Carrer de Formentera,Formentera
131701,C,Carrer de Formentor,Formentor
131803,C,Carrer de la Formiga,Formiga
131905,C,Carrer del Forn de la Fonda,Forn de la Fonda
132001,C,Carrer de Fortuna,Fortuna
132205,C,Carrer de la Fosca,Fosca
132307,Pl,Plaça del Fossar de les Moreres,Pl Fossar Moreres
132500,C,Carrer de Fraga,Fraga
132602,Pl,Plaça del Nou,Pl Nou
132624,Pl,Plaça de Francesc Layret,Pl Francesc Layret
132704,C,Carrer de França,França
132806,C,Carrer de Francesc Alegre,Francesc Alegre
132908,C,Carrer de Ramon Trias Fargas,Ramon Trias Fargas
132952,Av,Avinguda de Francesc Cambó,Av Francesc Cambó
133004,C,Carrer de Francisco Giner,Francisco Giner
133106,C,Carrer de Francisco Manzano,Francisco Manzano
133208,C,Carrer de Francesc Tarafa,Francesc Tarafa
133300,C,Carrer de Francesc Tàrrega,Francesc Tàrrega
133401,C,Carrer del Francolí,Francolí
133503,C,Carrer de les Franqueses,Franqueses
133605,C,Carrer de la França Xica,França Xica
133809,C,Carrer de la Fraternitat,Fraternitat
133900,Pl,Plaça de Fra Eloi de Bianya,Pl Fra Eloi Bianya
134007,C,Carrer de Fra Juníper Serra,Fra Juníper Serra
134109,Pl,Plaça de Fra Juníper Serra,Pl F Juníper Serra
134200,C,Carrer de Fra Luis de Granada,Fra Luis Granada
134357,Ptge,Passatge de Rosa Leveroni,Ptge Rosa Leveroni
134404,C,Carrer de Freixa,Freixa
134506,C,Carrer de Freixures,Freixures
134608,C,Carrer de Freneria,Freneria
134700,C,Carrer del Davant del Portal Nou,Davant Portal Nou
134801,C,Carrer del Freser,Freser
134903,Ptge,Passatge de Frígola,Ptge Frígola
134958,Pas,Pas de Fructuós Gelabert,Pas F Gelabert
135000,C,Carrer de la Fruita,Fruita
135101,C,Carrer de la Font Florida,Font Florida
135203,C,Carrer del Foc,Foc
135407,Pl,Plaça de la Font P E,Pl Font P E
135451,C,Carrer de la Font Baliarda,Font Baliarda
135509,C,Carrer de la Font de Canyelles,Font Canyelles
135702,Pl,Plaça de la Font Castellana,Pl Font Castellana
135804,C,Carrer de la Font del Coll,Font del Coll
136002,Pg,Passeig de la Font d'en Fargas,Pg Font Fargas
136104,Pl,Plaça de la Font d'en Fargas,Pl Font Fargas
136308,C,Carrer de la Font del Lleó,Font Lleó
136400,Ptge,Passatge de la Font del Lleó,Ptge Font del Lleó
136501,Pg,Passeig de la Font de la Mulassa,Pg Font Mulassa
136603,Pl,Plaça de la Font de la Mulassa,Pl Font Mulassa
136658,E.A.,Font les Planes,E.A. Font Planes
136705,Camí,Camí de la Font d'en Quintana,Camí Font Quintana
136738,E.A.,Font dels Pins,E.A. Font Pins
136807,C,Carrer de la Font del Remei,Font del Remei
136909,C,Carrer de la Font de Sant Miquel,Font Sant Miquel
137005,Pl,Plaça de Carles Buïgas,Pl Carles Buïgas
137209,C,Carrer de Fulton,Fulton
137300,C,Carrer de la Foneria,Foneria
137402,Pl,Plaça del Doctor Andreu,Pl Doctor Andreu
137446,Est,Estació Funicular Montjuïc,Est Funic Montjuïc
137468,Est,Estació Funicular Vallvidrera,Est Funicular Vall
137504,C,Carrer de Funoses Llussà,Funoses Llussà
137606,C,Carrer de la Fusina,Fusina
137800,C,Carrer de la Fusteria,Fusteria
137901,Ptge,Passatge de Gabarnet,Ptge Gabarnet
138008,Ptge,Passatge de Guillem Abiell,Ptge G Abiell
138052,Pl,Plaça de Gabriel Alomar,Pl Gabriel Alomar
138100,C,Carrer de Gabriel y Galán,Gabriel y Galán
138201,C,Carrer de Gabriel Miró,Gabriel Miró
138303,C,Carrer de la Gasela,Gasela
138405,Pl,Plaça de Gal.la Placídia,Pl Gal.la Placídia
138507,C,Carrer de Galba,Galba
138609,C,Carrer de Galceran Marquet,Galceran Marquet
138620,Gal,Galeria Condal,Gal Condal
138653,Gal,Galeria Maldà,Gal Maldà
138700,C,Carrer de Galícia,Galícia
138802,C,Carrer de Galileu,Galileu
139000,C,Carrer de Galtés,Galtés
139204,C,Carrer de la Galla,Galla
139306,Ptge,Passatge de la Galla,Ptge Galla
139500,C,Carrer de Bonaventura Roig,Bonaventura Roig
139601,C,Carrer de Gallecs,Gallecs
139623,C,Carrer del Gállego,Gállego
139703,C,Carrer de Gandesa,Gandesa
139805,C,Carrer de Ganduxer,Ganduxer
139907,C,Carrer de Garbí,Garbí
140000,Ptge,Passatge de Garcia Cambra,Ptge Garcia Cambra
140101,C,Carrer de García-Mariño,García-Mariño
140203,Av,Avinguda de les Drassanes,Av Drassanes
140305,Ptge,Passatge de García i Robles,Ptge García Robles
140407,C,Carrer de Garcilaso,Garcilaso
140509,Ptge,Passatge de Garcini,Ptge Garcini
140757,Pl,Plaça de la Gardunya,Pl Gardunya
140804,C,Carrer de Garigliano,Garigliano
140906,C,Carrer de la Garona,Garona
141104,Pl,Plaça de Garriga i Bachs,Pl Garriga i Bachs
141206,C,Carrer de Garriga i Roca,Garriga i Roca
141308,Pl,Plaça de Garrigó,Pl Garrigó
141400,C,Carrer de Garriguella,Garriguella
141501,C,Carrer dels Garrofers,Garrofers
141603,Ptge,Passatge dels Garrofers,Ptge Garrofers
141807,C,Carrer de la Garrotxa,Garrotxa
141909,C,Carrer del Gas,Gas
142209,C,Carrer de Gatuelles,Gatuelles
142300,Av,Avinguda de Gaudí,Av Gaudí
142355,Pl,Plaça de Gaudí,Pl Gaudí
142402,C,Carrer de Gavà,Gavà
142504,C,Carrer de Gaiarre,Gaiarre
142606,Ptge,Passatge de Gaiolà,Ptge Gaiolà
142708,C,Carrer de Gelabert,Gelabert
142901,C,Carrer de Gelida,Gelida
143008,C,Carrer de Juan Gris,Juan Gris
143100,C,Carrer del General Álvarez de Castro,Grl Álvarez Castro
143201,Av,Avinguda del Castell,Av Castell
143303,Ptge,Passatge del General Bassols,Ptge Gral Bassols
143405,C,Carrer del General Castaños,General Castaños
143507,Av,Avinguda de Pau Casals,Av Pau Casals
143609,C,Carrer de Josep Pla,Josep Pla
143700,Pl,Plaça del Mirador,Pl Mirador
143802,C,Carrer del General Mendoza,General Mendoza
143904,Rda,Ronda del General Mitre,Rda General Mitre
144102,C,Carrer de Joaquim Blume,Joaquim Blume
144204,C,Carrer Ample,Ample
144306,C,Carrer de Pi i Margall,Pi i Margall
144408,C,Carrer del General Vives,General Vives
144500,C,Carrer d'Eduard Toldrà,Eduard Toldrà
144601,Av,Avinguda Diagonal,Av Diagonal
144656,E.A.,Palau de la Generalitat de Catalunya,E.A. P Generalitat
144805,C,Carrer de Gènova,Gènova
144850,C,Carrer dels Geranis,Geranis
144907,C,Carrer Sense Nom (Trav de les Corts),SN (Trav Corts)
145003,C,Carrer de Girona,Girona
145105,C,Carrer de Getsemaní,Getsemaní
145207,Pl,Plaça de Grau Miró,Pl Grau Miró
145309,C,Carrer dels Gegants,Gegants
145400,C,Carrer d'en Gignàs,Gignàs
145604,C,Carrer dels Gimbernat,Gimbernat
145706,C,Carrer de Ginebra,Ginebra
145808,Ptge,Passatge de Ginecòs,Ptge Ginecòs
146006,C,Carrer d'en Giralt el Pellisser,Giralt Pellisser
146108,Ptge,Passatge del Gira-Sol,Ptge Gira-Sol
146200,C,Carrer Gíriti,Gíriti
146403,C,Carrer de Gironella,Gironella
146505,Pl,Plaça de Manuel Corachan,Pl Manuel Corachan
146607,C,Carrer de la Gitanilla,Gitanilla
146709,C,Carrer de la Gleva,Gleva
146800,Bda,Baixada de la Glòria,Bda Glòria
146902,Pl,Plaça de les Glòries Catalanes,Pl Glòries Catalan
147009,C,Carrer de Goldoni,Goldoni
147100,C,Carrer del Gòlgota,Gòlgota
147202,C,Carrer de l'Oreneta,Oreneta
147304,C,Carrer de Gombau,Gombau
147406,Bda,Baixada de Gomis,Bda Gomis
147508,C,Carrer de Gomis,Gomis
147600,Ptge,Passatge de Gomis,Ptge Gomis
147701,C,Carrer de Góngora,Góngora
147803,C,Carrer de Gordi,Gordi
148001,C,Carrer de Gósol,Gósol
148103,C,Carrer de Goya,Goya
148158,Pl,Plaça de Goya,Pl Goya
148205,C,Carrer de Gràcia,Gràcia
148307,Pg,Passeig de Gràcia,Pg Gràcia
148409,Ctra,Carretera de Sant Cugat,Ctra Sant Cugat
148453,C,Carrer Gradas de Santiago P E,Gradas Santiago PE
148500,C,Carrer del Gran Capità,Gran Capità
148602,C,Carrer de la Gran Vista,Gran Vista
148704,C,Carrer de la Ciutat de Granada,Ciutat de Granada
148806,C,Carrer de la Granada del Penedès,Granada Penedès
148908,C,Carrer de la Granadella,Granadella
149004,C,Carrer de Granados,Granados
149106,C,Carrer de la Granja,Granja
149300,C,Carrer de Granollers,Granollers
149503,C,Carrer de Grases,Grases
149605,C,Carrer d'en Grassot,Grassot
149707,C,Carrer de Gratallops,Gratallops
149809,C,Carrer de Grau,Grau
149900,Ptge,Passatge de Grau,Ptge Grau
150003,C,Carrer de Grau i Torras,Grau i Torras
150105,C,Carrer de Graus,Graus
150207,C,Carrer de Gravina,Gravina
150309,C,Carrer de Grècia,Grècia
150400,C,Carrer del Greco,Greco
150502,C,Carrer de Gresolet,Gresolet
150604,C,Carrer de Grífols,Grífols
150706,C,Carrer d'en Groc,Groc
150808,C,Carrer de Grunyí,Grunyí
150852,Gru,Grup Vivendes la Pau,Gru Vivendes Pau
150885,Gru,Grup Vivendes Pablo VI,Gru Vdes Pablo VI
150900,C,Carrer de Guadalajara,Guadalajara
151006,C,Carrer del Guadalete,Guadalete
151108,C,Carrer del Guadalquivir,Guadalquivir
151200,C,Carrer del Guadiana,Guadiana
151301,C,Carrer de Gualbes,Gualbes
151403,C,Carrer del Guarda Anton,Guarda Anton
151458,C,Carrer de la Guarderia,Guarderia
151505,C,Carrer de Guàrdia,Guàrdia
151607,Ptge,Passatge de Guardiola,Ptge Guardiola
151709,C,Carrer de Guardiola i Feliu,Guardiola i Feliu
151800,C,Carrer de Guatemala,Guatemala
151902,C,Carrer de la Guatlla,Guatlla
151957,Pg,Passeig de Guayaquil,Pg Guayaquil
152009,Ptge,Passatge de Güell,Ptge Güell
152100,C,Carrer de Guillem,Guillem
152202,C,Carrer de les Guilleries,Guilleries
152304,C,Carrer de Guillem de Llúria,Guillem de Llúria
152406,C,Carrer de Guillem Sagrera,Guillem Sagrera
152508,C,Carrer de Guillem Tell,Guillem Tell
152600,C,Carrer del Guinardó,Guinardó
152803,Pl,Plaça del Guinardó,Pl Guinardó
152905,Rda,Ronda del Guinardó,Rda Guinardó
152938,C,Carrer del Torrent de la Guineu,Torrent Guineu
153001,C,Carrer de la Guineueta,Guineueta
153158,Rda,Ronda de la Guineueta Vella,Rda Guineueta Vell
153205,Rbla,Rambla de Guipúscoa,Rbla Guipúscoa
153307,C,Carrer de Guitert,Guitert
153500,C,Carrer de Guspí,Guspí
153602,C,Carrer de Gustavo Bécquer,Gustavo Bécquer
153704,C,Carrer de Gutenberg,Gutenberg
153806,Ptge,Passatge de Gutenberg,Ptge Gutenberg
153828,Ptge,Passatge H Zona Franca,Ptge H
154004,C,Carrer d'Haití,Haití
154208,C,Carrer d'Hartzenbusch,Hartzenbusch
154300,C,Carrer d'Hedilla,Hedilla
154401,C,Carrer d'Hèrcules,Hèrcules
154503,Pl,Plaça de la Hermandad P E,Pl Hermandad P E
154605,Csta,Costa de Sant Bartomeu de la Quadra,Csta S Bartomeu Q
154650,C,Carrer dels Germans Serra,Germans Serra
154707,Pl,Plaça dels Germans Serra,Pl Germans Serra
154809,C,Carrer d'Hernán Cortés,Hernán Cortés
154900,C,Carrer dels Herois del Bruc,Herois del Bruc
155007,Pl,Plaça de Prat de la Riba,Pl Prat de la Riba
155109,C,Carrer de Lázaro Cárdenas,Lázaro Cárdenas
155302,C,Carrer de la Ferreria,Ferreria
155506,C,Carrer dels Ferrers,Ferrers
155608,C,Carrer d'Hercegovina,Hercegovina
155700,Ptge,Passatge d'Hercegovina,Ptge Hercegovina
155801,C,Carrer del Ferro,Ferro
156101,C,Carrer d'Hipòlit Lázaro,Hipòlit Lázaro
156203,Pl,Plaça de Pablo Neruda,Pl Pablo Neruda
156305,C,Carrer de l'Historiador Maians,Historiador Maians
156327,E.A.,Hogares Mundet,E.A. Hogares Munde
156349,E.A.,Hogar Social Emergencia,E.A. H S Emergenci
156407,C,Carrer d'Homer,Homer
156509,C,Carrer d'Hondures,Hondures
156600,C,Carrer d'Horaci,Horaci
156702,C,Carrer Horitzontal,Horitzontal
156804,C,Carrer del Forn,Forn
156906,Ptge,Passatge de l'Hort dels Velluters,Ptge Hort Velluter
157002,C,Carrer de l'Hort de la Vila,Hort de la Vila
157104,C,Carrer d'Horta,Horta
157206,C,Carrer de Bonaventura Gispert,Bonaventura Gisper
157308,Ctra,Carretera d'Horta a Cerdanyola,Ctra Hta Cerdany
157400,C,Carrer de l'Hortal,Hortal
157705,C,Carrer de l'Hortènsia,Hortènsia
157909,C,Carrer de l'Hospital,Hospital
158005,Ptge,Passatge de l'Hospital,Ptge Hospital
158050,E.A.,Hospital de Sant Rafael,E.A. Hosp S Rafael
158107,Av,Avinguda de Vallcarca,Av Vallcarca
158151,E.A.,Hospital Ntra Sra Mar,E.A. Hosp N Sra Ma
158209,C,Carrer d'Hostafrancs de Sió,Hostafrancs de Sió
158300,C,Carrer de l'Hostal d'en Sol,Hostal d'en Sol
158402,C,Carrer d'Hostalric,Hostalric
158504,C,Carrer de Huelva,Huelva
158606,C,Carrer de les Hortes,Hortes
158752,C,Carrer de l'Hort de la Bomba,Hort de la Bomba
158800,C,Carrer de l'Hort de Sant Pau,Hort de Sant Pau
158901,Pl,Plaça d'Osca,Pl Osca
159008,C,Carrer d'Hug de Rocabertí,Hug de Rocabertí
159100,C,Carrer d'Hurtado,Hurtado
159201,C,Carrer de la Vitrària,Vitrària
159303,C,Carrer d'Ibèria,Ibèria
159405,Pl,Plaça d'Ibèria,Pl Ibèria
159507,Pl,Plaça d'Eivissa,Pl Eivissa
159609,C,Carrer d'Ivorra,Ivorra
159653,C,Carrer d'Idumea,Idumea
159700,C,Carrer d'Ifni,Ifni
159802,C,Carrer de l'Església,Església
159904,Camí,Camí de l'Església,Camí Església
160007,Ctra,Carretera de l'Església,Ctra Església
160109,Plta,Placeta de la Iglesia P E,Plta Iglesia P E
160200,Cro,Carreró de Ca l'Iglésies,Cro Ca l'Iglésies
160302,Ptge,Passatge d'Iglésias,Ptge Iglésias
160404,Pl,Plaça d'Ignasi Juliol,Pl Ignasi Juliol
160608,C,Carrer de Can Ros,Can Ros
160700,C,Carrer d'Igualada,Igualada
160801,Ptge,Passatge de la Igualtat,Ptge Igualtat
160903,Pl,Plaça d'Ildefons Cerdà,Pl Ildefons Cerdà
161000,C,Carrer d'Inca,Inca
161101,C,Carrer de la Independència,Independència
161203,Ptge,Passatge de la Independència,Ptge Independència
161247,Pl,Plaça del Teix,Pl Teix
161305,C,Carrer d'Indíbil,Indíbil
161407,C,Carrer de la Indústria,Indústria
161509,Ptge,Passatge de Graziella Pareto,Ptge G Pareto
161600,Ptge,Passatge de Lluïsa Vidal,Ptge Lluïsa Vidal
161702,Ptge,Passatge de la Indústria Lletra C,Ptge Indústria C
161804,Pl,Plaça de la Infància,Pl Infància
162002,Av,Avinguda de Josep Tarradellas,Av J Tarradellas
162104,C,Carrer de la Infanta Isabel,Infanta Isabel
162206,Jard,Jardins de les Infantes,Jard Infantes
162352,C,Carrer de la Robínia,Robínia
162400,C,Carrer de la Immaculada,Immaculada
162501,C,Carrer del Lliri,Lliri
162556,E.A.,Inspeccion de Aduanas,E.A. Insp Aduanas
162603,C,Carrer de l'Institut Frenopàtic,Inst Frenopàtic
162658,E.A.,Iqs Inst Quimic Sarrià,E.A. Iqs Ins Q Sa
162705,C,Carrer de l'Institut Químic de Sarrià,Inst Químic Sarrià
162807,Pg,Passeig de Minici Natal,Pg Minici Natal
162909,C,Carrer d'Iradier,Iradier
163005,C,Carrer d'Iriarte,Iriarte
163107,C,Carrer d'Irlanda,Irlanda
163209,Ptge,Passatge d'Irlanda,Ptge Irlanda
163402,Ptge,Passatge d'Isabel,Ptge Isabel
163504,Pg,Passeig d'Isabel II,Pg Isabel II
163708,Ptge,Passatge d'Isabel Ribó,Ptge Isabel Ribó
164008,Camí,Camí de Ca l'Isidret,Camí Ca l'Isidret
164100,C,Carrer d'Isona,Isona
164303,C,Carrer de Jacinto Benavente,Jacinto Benavente
164358,C,Carrer de la Gardènia,Gardènia
164405,Ptge,Passatge de Jacint Guardiola,Ptge J Guardiola
164507,C,Carrer de Jacquard,Jacquard
164609,C,Carrer de Jadraque,Jadraque
164700,C,Carrer de Jaén,Jaén
164802,C,Carrer de Jaume I,Jaume I
164904,Pl,Plaça de Jaume II,Pl Jaume II
165000,C,Carrer de Jaume Cabrera,Jaume Cabrera
165102,C,Carrer de Jaume Càncer,Jaume Càncer
165204,C,Carrer de Jaume Cascalls,Jaume Cascalls
165259,C,Carrer del Baladre,Baladre
165306,C,Carrer de Jaume Fabra,Jaume Fabra
165408,C,Carrer de Jaume Fabre,Jaume Fabre
165500,C,Carrer de Jaume Giralt,Jaume Giralt
165601,C,Carrer de Jaume Huguet,Jaume Huguet
165612,Pl,Plaça de Jaume Huguet,Pl Jaume Huguet
165656,C,Carrer de Jaume Martí,Jaume Martí
165703,C,Carrer de Jaume Pinent,Jaume Pinent
165805,C,Carrer de Jaume Piquet,Jaume Piquet
165907,C,Carrer de Jaume Puigvert,Jaume Puigvert
166003,C,Carrer de Jaume Roig,Jaume Roig
166105,Ptge,Passatge de Jaume Roig,Ptge Jaume Roig
166309,C,Carrer de Jambrina,Jambrina
166400,C,Carrer del Japó,Japó
166502,Pl,Plaça dels Jardins d'Alfàbia,Pl Jardins Alfàbia
166513,Jard,Jardins de Bacardí,Jard Bacardí
166535,Jard,Jardins de Pedro Muñoz Seca,Jard P Muñoz Seca
166579,Jard,Jardins de Can Mantega,Jard Can Mantega
166580,Parc,Parc de Cervantes,Parc Cervantes
166590,Jard,Jardins del Doctor Roig i Raventós,Jard Dr Roig Raven
166604,C,Carrer del Gessamí,Gessamí
166659,Jard,Jardins de Joaquim Ruyra,Jard Joaquim Ruyra
166670,Jard,Jardins de Joan Altisent,Jard Joan Altisent
166681,C,Carrer de Joaquim Sunyer,Joaquim Sunyer
166750,Jard,Jardins de les Voltes d'en Cirés,Jard Voltes Cirés
166808,C,Carrer de Jerez,Jerez
166900,C,Carrer de Jericó,Jericó
167108,C,Carrer de Jerusalem,Jerusalem
167200,C,Carrer de Jesús,Jesús
167301,C,Carrer de Jesús i Maria,Jesús i Maria
167403,Ptge,Passatge de la Cadernera,Ptge Cadernera
167425,Pl,Plaça de Joan Corrades,Pl Joan Corrades
167458,Jard,Jardins de Joan Maragall,Jard Joan Maragall
167505,Pl,Plaça d'en Joanic,Pl Joanic
167550,Pl,Plaça de Joan Llongueras,Pl Joan Llongueras
167607,C,Carrer de Joanot Martorell,Joanot Martorell
167709,C,Carrer de Joaquín Costa,Joaquín Costa
167800,C,Carrer de Joaquim Molins,Joaquim Molins
167902,Pl,Plaça de Joaquim Pena,Pl Joaquim Pena
168009,Ptge,Passatge de Joaquim Pujol,Ptge Joaquim Pujol
168053,Pg,Passeig de Joaquim Renart,Pg Joaquim Renart
168100,Ptge,Passatge de Joaquim Rita,Ptge Joaquim Rita
168202,C,Carrer de Joaquim Ruyra,Joaquim Ruyra
168304,C,Carrer de Joaquim Valls,Joaquim Valls
168406,C,Carrer de Jorba,Jorba
168508,Ptge,Passatge de Jorba,Ptge Jorba
168701,C,Carrer de Jordà,Jordà
168803,Av,Avinguda del Jordà,Av Jordà
168905,C,Carrer de Jordi de Sant Jordi,Jordi Sant Jordi
169001,Ptge,Passatge de Jordi Ferran,Ptge Jordi Ferran
169023,C,Carrer de Jordi Girona,Jordi Girona
169103,C,Carrer de Jorge Manrique,Jorge Manrique
169205,C,Carrer de José de Agulló,José de Agulló
169307,C,Carrer de Josep Anselm Clavé,Josep Anselm Clavé
169409,G.V.,Gran Via de les Corts Catalanes,Gv Corts Catalanes
169500,C,Carrer de Josep Balari,Josep Balari
169602,C,Carrer de Josep Bertrand,Josep Bertrand
169657,C,Carrer de Josep Canaleta,Josep Canaleta
169704,C,Carrer de Josep Ciurana,Josep Ciurana
169908,C,Carrer de Josep Estivill,Josep Estivill
170000,C,Carrer de Josep Garí,Josep Garí
170102,C,Carrer de Josep Yxart,Josep Yxart
170204,C,Carrer de Josep Jover,Josep Jover
170306,Ptge,Passatge de Josep Llovera,Ptge Josep Llovera
170408,C,Carrer de Josep M. Florensa,Josep M. Florensa
170500,Pl,Plaça de Josep M. Folch i Torres,Pl J. Folch Torres
170554,C,Carrer de Josep M. Jujol,Josep M. Jujol
170601,C,Carrer de José Millán González,J Millán González
170703,C,Carrer de Josep Sangenís,Josep Sangenís
170758,C,Carrer de Josep Soldevila,Josep Soldevila
170805,C,Carrer de Josepa Massanés,Josepa Massanés
170907,C,Carrer de la Jota,Jota
171003,C,Carrer de Jovellanos,Jovellanos
171105,C,Carrer de Joan I,Joan I
171207,C,Carrer de Joan Alcover,Joan Alcover
171309,C,Carrer de Joan d'Alòs,Joan d'Alòs
171400,C,Carrer de Joan d'Àustria,Joan d'Àustria
171502,C,Carrer de Juan de Ávila,Juan de Ávila
171604,C,Carrer de Joan Blanques,Joan Blanques
171706,C,Carrer de Juan Bravo,Juan Bravo
171808,Ptge,Passatge de Joan Casas,Ptge Joan Casas
171900,C,Carrer de Joan Cortada,Joan Cortada
172006,C,Carrer de Trias i Giró,Trias i Giró
172108,C,Carrer de Joan Gamper,Joan Gamper
172200,C,Carrer de Juan de Garay,Juan de Garay
172301,Ptge,Passatge de Joan Goula,Ptge Joan Goula
172403,C,Carrer de Joan Güell,Joan Güell
172607,C,Carrer de Joan Massana,Joan Massana
172709,C,Carrer de Juan de Mena,Juan de Mena
172902,C,Carrer de Joan de Palomar,Joan de Palomar
173009,C,Carrer de Joan de Peguera,Joan de Peguera
173100,C,Carrer de Joan Riera,Joan Riera
173202,C,Carrer de Juan de Sada,Juan de Sada
173304,C,Carrer de Johann Sebastian Bach,J Sebastian Bach
173406,C,Carrer de Sibelius,Sibelius
173508,C,Carrer de Joan Torras,Joan Torras
173600,C,Carrer de Juan Valera,Juan Valera
173701,C,Carrer de Joan Orpí,Joan Orpí
173803,C,Carrer de Jubany,Jubany
173870,C,Carrer de Judea,Judea
173905,C,Carrer dels Jocs Florals,Jocs Florals
174001,C,Carrer del Judici,Judici
174103,C,Carrer de Julià,Julià
174205,Ptge,Passatge de Julià,Ptge Julià
174307,Via,Via Júlia,Via Júlia
174409,C,Carrer de Julià Portet,Julià Portet
174500,C,Carrer de Julián Romea,Julián Romea
174602,C,Carrer del Juliol,Juliol
174704,C,Carrer de Jules Verne,Jules Verne
174908,C,Carrer del Joncar,Joncar
175004,C,Carrer de la Jonquera,Jonquera
175106,C,Carrer de Jonqueres,Jonqueres
175208,C,Carrer de la Junta de Comerç,Junta de Comerç
175300,C,Carrer de Jupí,Jupí
175321,C,Carrer de Júpiter,Júpiter
175354,C,Carrer de Borrell i Soler,Borrell i Soler
175478,C,Carrer K Zona Franca,K
175503,Ptge,Passatge de Klein,Ptge Klein
175558,C,Carrer L Zona Franca,L
175605,C,Carrer del Laberint,Laberint
175627,Parc,Parc del Laberint,Parc Laberint
175707,C,Carrer dels Rajolers,Rajolers
175809,C,Carrer de Lafont,Lafont
175900,C,Carrer de Laforja,Laforja
176109,Pl,Plaça de la Laguna de Lanao,Pl Laguna de Lanao
176153,C,Carrer dels Lamote de Grignon,Lamote de Grignon
176200,Pl,Plaça de la Llana,Pl Llana
176302,C,Carrer de Lancaster,Lancaster
176404,C,Carrer del Llenguadoc,Llenguadoc
176506,C,Carrer de Lanzarote,Lanzarote
176608,C,Carrer de Larrard,Larrard
176700,C,Carrer del Llorer,Llorer
176801,C,Carrer de Roger de Llúria,Roger de Llúria
176903,C,Carrer dels Safareigs,Safareigs
176914,C,Carrer de Labèrnia,Labèrnia
177101,Via,Via Laietana,Via Laietana
177203,C,Carrer del Llatzeret,Llatzeret
177305,C,Carrer de la Lleialtat,Lleialtat
177407,C,Carrer de la Legalitat,Legalitat
177509,C,Carrer de Legazpi,Legazpi
177702,C,Carrer del Lleó,Lleó
177804,Ptge,Passatge de León,Ptge León
177906,C,Carrer de Lleó XIII,Lleó XIII
178002,C,Carrer de la Lleona,Lleona
178206,C,Carrer de Leopoldo Alas,Leopoldo Alas
178308,C,Carrer de Lepant,Lepant
178400,C,Carrer de Lleida,Lleida
178501,C,Carrer de les Lletres,Lletres
178603,C,Carrer de Llevant,Llevant
178705,C,Carrer de Llevant P E,Llevant P E
178807,C,Carrer de Leiva,Leiva
178909,C,Carrer de la Llibertat,Llibertat
179107,Pl,Plaça de la Llibertat,Pl Llibertat
179209,Bda,Baixada de la Llibreteria,Bda Llibreteria
179300,C,Carrer de la Llibreteria,Llibreteria
179402,C,Carrer de la Llebre,Llebre
179457,C,Carrer de Llorens i Artigas,Llorens i Artigas
179504,C,Carrer de Lima,Lima
179708,C,Carrer de Lincoln,Lincoln
179800,C,Carrer de la Lírica,Lírica
179901,C,Carrer de Lisboa,Lisboa
180004,C,Carrer de Liuva,Liuva
180106,C,Carrer de Logronyo,Logronyo
180150,C,Carrer de Lohengrin,Lohengrin
180208,C,Carrer de Londres,Londres
180401,C,Carrer de Lope de Vega,Lope de Vega
180605,C,Carrer de López Catalán,López Catalán
180707,Pl,Plaça de Llorca,Pl Llorca
180751,C,Carrer de Lorena,Lorena
180809,C,Carrer de Lorenzale,Lorenzale
180900,C,Carrer de Loreto,Loreto
181007,C,Carrer del Lotus,Lotus
181109,C,Carrer de Lorda,Lorda
181200,C,Carrer de Lucà,Lucà
181302,Ptge,Passatge de Lucà,Ptge Lucà
181404,C,Carrer de Llucena,Llucena
181506,Ptge,Passatge del Puig Aguilar,Ptge Puig Aguilar
181608,C,Carrer de Roc Boronat,Roc Boronat
181700,C,Carrer de Lluís el Piadós,Lluís el Piadós
181801,C,Carrer de Lugo,Lugo
181903,Ptge,Passatge de Lugo,Ptge Lugo
182000,C,Carrer de Luis Antúnez,Luis Antúnez
182101,C,Carrer de Lluís Bonifaç,Lluís Bonifaç
182203,C,Carrer de Lluís Borrassà,Lluís Borrassà
182305,C,Carrer de Louis Braille,Louis Braille
182407,Ptge,Passatge de Lluís Cutchet,Ptge Lluís Cutchet
182509,C,Carrer de Lluís Dalmau,Lluís Dalmau
182600,C,Carrer de Lluís Marià Vidal,Lluís Marià Vidal
